ligand,E1,E2,E3
NWGGKKGAFZIVBJ-UHFFFAOYSA-N,-10.1,-8.7,-10.8
YDDUMTOHNYZQPO-RVXRWRFUSA-N,-9.6,-7.9,-9.4
NZLVRVYNQYGMAB-UHFFFAOYSA-N,-8.5,-7.6,-7.3
DIDCGVRALANKIU-OTEFFYEFSA-N,-0.7,-0.7,-0.6
XSQUKJJJFZCRTK-OUBTZVSYSA-N,-3.3,-3.5,-3.3
XULACPAEUUWKFX-UHFFFAOYSA-N,-7.3,-7.2,-7.3
NWVVVBRKAWDGAB-UHFFFAOYSA-N,-4.9,-5.2,-4.6
FZERHIULMFGESH-UHFFFAOYSA-N,-5.5,-5.9,-4.9
SPAGIJMPHSUYSE-UHFFFAOYSA-N,-2.8,-2.8,-2.8
ZKLPARSLTMPFCP-NRFANRHFSA-N,-6.6,-7.2,-7.2
SSLKKMZJCJBOML-UHFFFAOYSA-N,-5.9,-5.3,-5.5
CKLJMWTZIZZHCS-REOHCLBHSA-N,-4.9,-5.4,-4.7
ARHWPKZXBHOEEE-UHFFFAOYSA-N,-5.9,-6.1,-5.8
KSUUMAWCGDNLFK-SSDOTTSWSA-N,-5.8,-6.3,-5.5
UKMSUNONTOPOIO-UHFFFAOYSA-N,-5.6,-5.8,-5.6
CYTYCFOTNPOANT-UHFFFAOYSA-N,-3.8,-3.6,-3.3
PBAPPPCECJKMCM-IBGZPJMESA-N,-8.1,-8.0,-7.9
FDMBBCOBEAVDAO-AWEZNQCLSA-N,-6.1,-6.5,-5.9
BDERNNFJNOPAEC-UHFFFAOYSA-N,-2.9,-3.0,-2.6
MTTYXGPMZKRTCI-VIFPVBQESA-N,-6.0,-7.2,-6.3
KDXKERNSBIXSRK-YFKPBYRVSA-N,-4.8,-5.5,-4.5
ZQPPMHVWECSIRJ-KTKRTIGZSA-N,-5.8,-5.9,-6.0
MVQVNTPHUGQQHK-UHFFFAOYSA-N,-4.3,-5.1,-4.2
VUFOCTSXHUWGPW-QHCPKHFHSA-N,-5.9,-6.0,-7.0
