ligand,E1,E2,E3
RGEVWUKXWFOAID-UHFFFAOYSA-N,-5.9,-5.1,-4.4
KBHMHROOFHVLBA-SECBINFHSA-N,-5.8,-5.0,-4.4
GHMLBKRAJCXXBS-UHFFFAOYSA-N,-4.8,-4.3,-4.0
MINDHVHHQZYEEK-HBBNESRFSA-N,-6.7,-7.1,-6.8
CIUUIPMOFZIWIZ-UHFFFAOYSA-N,-7.3,-6.0,-5.1
TZDUHAJSIBHXDL-LBPRGKRZSA-N,-6.9,-6.2,-5.3
XSTXAVWGXDQKEL-UHFFFAOYSA-N,-2.9,-2.8,-2.7
WVYXNIXAMZOZFK-UHFFFAOYSA-N,-5.7,-6.2,-5.4
MSNWSDPPULHLDL-UHFFFAOYSA-K,-3.6,-3.5,-3.1
OEYIOHPDSNJKLS-BJUDXGSMSA-N,-3.6,-3.2,-3.0
YJYPHIXNFHFHND-UHFFFAOYSA-N,-7.3,-5.9,-5.3
AVKHCKXGKPAGEI-UHFFFAOYSA-N,-6.0,-5.2,-5.0
BDYYDXJSHYEDGB-UHFFFAOYSA-N,-7.6,-6.2,-5.5
DPYMFVXJLLWWEU-PVQJCKRUSA-N,-4.4,-4.1,-3.9
UEEJHVSXFDXPFK-UHFFFAOYSA-N,-3.2,-2.9,-2.7
NYMGNSNKLVNMIA-UHFFFAOYSA-N,-6.0,-5.3,-4.8
HSHNITRMYYLLCV-UHFFFAOYSA-N,-6.7,-5.9,-5.3
DSSYKIVIOFKYAU-XCBNKYQSSA-N,-5.7,-5.0,-4.5
VEZXCJBBBCKRPI-UHFFFAOYSA-N,-3.5,-3.2,-2.7
HEDRZPFGACZZDS-UHFFFAOYSA-N,-2.3,-2.3,-2.3
FGVVTMRZYROCTH-UHFFFAOYSA-N,-4.2,-3.7,-3.7
KCFYEAOKVJSACF-UHFFFAOYSA-N,-5.6,-6.6,-5.0
OPTZOXDYEFIPJZ-UHFFFAOYSA-N,-6.4,-6.0,-4.8
BRBAEHHXGZRCBK-UHFFFAOYSA-N,-6.1,-5.4,-4.3
