ligand,E1,E2,E3
IYVFNTXFRYQLRP-VVSTWUKXSA-N,-8.9,-8.6,-6.0
OTVAEFIXJLOWRX-NXEZZACHSA-N,-7.3,-6.5,-5.1
JJJFUHOGVZWXNQ-UHFFFAOYSA-N,-5.2,-4.1,-4.3
JWAZRIHNYRIHIV-UHFFFAOYSA-N,-6.7,-5.4,-5.0
RTGDFNSFWBGLEC-SYZQJQIISA-N,-8.0,-8.2,-5.8
LHIALLMPKJMSIQ-NSCUHMNNSA-N,-6.9,-6.6,-5.2
LOMDVEFCNVDZMZ-UHFFFAOYSA-N,-4.9,-4.2,-4.2
ICUTUKXCWQYESQ-UHFFFAOYSA-N,-7.7,-7.6,-5.2
WGZDBVOTUVNQFP-UHFFFAOYSA-N,-7.1,-6.2,-5.5
LXCFILQKKLGQFO-UHFFFAOYSA-N,-5.6,-4.6,-4.3
SONNWYBIRXJNDC-VIFPVBQESA-N,-5.7,-4.9,-4.8
PCLITLDOTJTVDJ-UHFFFAOYSA-N,-4.2,-3.5,-3.7
UZVHFVZFNXBMQJ-UHFFFAOYSA-N,-6.6,-5.2,-4.8
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-2.6,-2.5,-2.2
CWRVKFFCRWGWCS-UHFFFAOYSA-N,-5.7,-4.4,-4.6
BLFLLBZGZJTVJG-UHFFFAOYSA-N,-5.9,-4.9,-4.4
MHPZZZZLAQGTHT-UHFFFAOYSA-N,-7.2,-7.2,-5.3
VZGDMQKNWNREIO-UHFFFAOYSA-N,-3.0,-2.5,-2.7
