ligand,E1,E2,E3
LXCFILQKKLGQFO-UHFFFAOYSA-N,-5.0,-5.6,-5.5
SONNWYBIRXJNDC-VIFPVBQESA-N,-5.6,-5.8,-6.0
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-2.5,-2.4,-2.4
MHPZZZZLAQGTHT-UHFFFAOYSA-N,-6.5,-7.0,-6.9
JJJFUHOGVZWXNQ-UHFFFAOYSA-N,-5.1,-5.0,-5.3
UZVHFVZFNXBMQJ-UHFFFAOYSA-N,-6.0,-6.0,-6.1
PCLITLDOTJTVDJ-UHFFFAOYSA-N,-4.0,-4.8,-4.6
LOMDVEFCNVDZMZ-UHFFFAOYSA-N,-4.9,-4.5,-5.4
ICUTUKXCWQYESQ-UHFFFAOYSA-N,-7.2,-8.0,-8.0
WGZDBVOTUVNQFP-UHFFFAOYSA-N,-7.1,-7.4,-7.6
RTGDFNSFWBGLEC-SYZQJQIISA-N,-8.0,-7.5,-8.5
LHIALLMPKJMSIQ-NSCUHMNNSA-N,-6.4,-7.0,-6.7
IYVFNTXFRYQLRP-VVSTWUKXSA-N,-8.2,-8.0,-8.6
VZGDMQKNWNREIO-UHFFFAOYSA-N,-3.2,-3.0,-2.9
BLFLLBZGZJTVJG-UHFFFAOYSA-N,-5.3,-5.3,-5.6
CWRVKFFCRWGWCS-UHFFFAOYSA-N,-5.4,-5.5,-5.7
JWAZRIHNYRIHIV-UHFFFAOYSA-N,-5.8,-5.7,-6.7
OTVAEFIXJLOWRX-NXEZZACHSA-N,-6.7,-6.4,-7.4
