LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,A0A3Q8ICI1_0_apo,1.72,
nintedanib_XZXHXSATPCNXJR-ZIADKAODSA-N,A0A3Q8ICI1_0_apo,1000.28,
deoxycholic_acid_KXGVEGMKQFWNSR-LLQZFEROSA-N,A0A3Q8ICI1_0_apo,10003.30,
doxapram_XFDJYSQDBULQSI-QFIPXVFZSA-N,A0A3Q8ICI1_0_apo,10018.34,
glutathione_RWSXRVCMGQZWBV-WDSKDSINSA-N,A0A3Q8ICI1_0_apo,1003.95,
vaborbactam_IOOWNWLVCOUUEX-WPRPVWTQSA-N,A0A3Q8ICI1_0_apo,1004.93,
carfecillin_NZDASSHFKWDBBU-PDOICOKGSA-N,A0A3Q8ICI1_0_apo,10044.05,
ditazole_UUCMDZWCRNZCOY-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10054.47,
flunarizine_SMANXXCATUTDDT-QPJJXVBHSA-N,A0A3Q8ICI1_0_apo,1006.46,
ensulizole_UVCJGUGAGLDPAA-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10062.64,
voglibose_FZNCGRZWXLXZSZ-CIQUZCHMSA-N,A0A3Q8ICI1_0_apo,10065.73,
pazufloxacin_XAGMUUZPGZWTRP-ZETCQYMHSA-N,A0A3Q8ICI1_0_apo,1007.18,
levdobutamine_JRWZLRBJNMZMFE-ZDUSSCGKSA-N,A0A3Q8ICI1_0_apo,10075.24,
clevudine_GBBJCSTXCAQSSJ-XQXXSGGOSA-N,A0A3Q8ICI1_0_apo,100767.62,
fluvastatin_FJLGEFLZQAZZCD-JUFISIKESA-N,A0A3Q8ICI1_0_apo,10097.24,
prasugrel_DTGLZDAWLRGWQN-IBGZPJMESA-N,A0A3Q8ICI1_0_apo,1010.32,
lomerizine_JQSAYKKFZOSZGJ-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1010.61,
dinoprost_PXGPLTODNUVGFL-YNNPMVKQSA-N,A0A3Q8ICI1_0_apo,10101.86,
astemizole_GXDALQBWZGODGZ-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10127.47,
tramazoline_QQJLHRRUATVHED-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1013.70,
sitagliptin_MFFMDFFZMYYVKS-SECBINFHSA-N,A0A3Q8ICI1_0_apo,1013.86,
guaimesal_PSVDIHULUCLEJE-MRXNPFEDSA-N,A0A3Q8ICI1_0_apo,10132.20,
pitavastatin_VGYFMXBACGZSIL-MCBHFWOFSA-N,A0A3Q8ICI1_0_apo,10133.31,
eltrombopag_XDXWLKQMMKQXPV-QYQHSDTDSA-N,A0A3Q8ICI1_0_apo,1014.71,
doxefazepam_VOJLELRQLPENHL-INIZCTEOSA-N,A0A3Q8ICI1_0_apo,1014.79,
garenoxacin_NJDRXTDGYFKORP-LLVKDONJSA-N,A0A3Q8ICI1_0_apo,1015.64,
diacetazotol_YIEDSISPYKQADU-FMQUCBEESA-N,A0A3Q8ICI1_0_apo,10158.70,
spectinomycin_UNFWWIHTNXNPBV-WXKVUWSESA-N,A0A3Q8ICI1_0_apo,10177.50,
colforsin_daropate_RSOZZQTUMVBTMR-XGUNBQNXSA-N,A0A3Q8ICI1_0_apo,1018.34,
pamabrom_SKTFQHRVFFOHTQ-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10180.30,
pixantrone_PEZPMAYDXJQYRV-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10194.19,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,A0A3Q8ICI1_0_apo,1020.44,
hexafluronium_HDZAQYPYABGTCL-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10205.51,
sulfacytine_SIBQAECNSSQUOD-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10208.68,
trimazosin_YNZXWQJZEDLQEG-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1021.95,
oxitriptan_LDCYZAJDBXYCGN-VIFPVBQESA-N,A0A3Q8ICI1_0_apo,1022.91,
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,102225.99,
pentamethonium_bromide_XUSPWDAHGXSTHS-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10235.88,
lubeluzole_OZFSWVOEXHGDES-INIZCTEOSA-N,A0A3Q8ICI1_0_apo,1024.18,
ceforanide_SLAYUXIURFNXPG-CRAIPNDOSA-N,A0A3Q8ICI1_0_apo,1024.60,
ivacaftor_PURKAOJPTOLRMP-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1024.63,
haloprogin_CTETYYAZBPJBHE-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10250.50,
obeticholic_acid_ZXERDUOLZKYMJM-ZWECCWDJSA-N,A0A3Q8ICI1_0_apo,10254.39,
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,102583.11,
temozolomide_BPEGJWRSRHCHSN-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10264.63,
ferrous_chloride_NMCUIPGRVMDVDB-UHFFFAOYSA-L,A0A3Q8ICI1_0_apo,102665.40,
telmisartan_RMMXLENWKUUMAY-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1027.71,
thioproperazine_VZYCZNZBPPHOFY-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,1027.88,
cetiedil_MMNICIJVQJJHHF-LJQANCHMSA-N,A0A3Q8ICI1_0_apo,10271.06,
biperiden_YSXKPIUOCJLQIE-ZFMNYDKASA-N,A0A3Q8ICI1_0_apo,10272.62,
propicillin_HOCWPKXKMNXINF-NFFDBFGFSA-N,A0A3Q8ICI1_0_apo,1028.47,
fluocortolone_GAKMQHDJQHZUTJ-ULHLPKEOSA-N,A0A3Q8ICI1_0_apo,1028.97,
meclofenoxate_XZTYGFHCIAKPGJ-UHFFFAOYSA-N,A0A3Q8ICI1_0_apo,10284.96,
methylhomatropine_WKWOJBUWWZTUQV-JJXSEGSLSA-N,A0A3Q8ICI1_0_apo,10285.71,
