LigandName,TargetName,BindingScore,InterfE
olaparib_FDLYAMZZIXQODN-UHFFFAOYSA-N,E9BCF7_0_apo,10.94,
eslicarbazepine_acetate_QIALRBLEEWJACW-INIZCTEOSA-N,E9BCF7_0_apo,10002.80,
leucine_ROHFNLRQFUQHCH-YFKPBYRVSA-N,E9BCF7_0_apo,100033.56,
secbutabarbital_ZRIHAIZYIMGOAB-ZCFIWIBFSA-N,E9BCF7_0_apo,10006.63,
guanidine_ZRALSGWEFCBTJO-UHFFFAOYSA-N,E9BCF7_0_apo,100234.49,
iproclozide_GGECDTUJZOXAAR-UHFFFAOYSA-N,E9BCF7_0_apo,10029.14,
teriparatide_OGBMKVWORPGQRR-UMXFMPSGSA-N,E9BCF7_0_apo,100376.02,
flurotyl_KGPPDNUWZNWPSI-UHFFFAOYSA-N,E9BCF7_0_apo,100639.39,
perisoxal_XKFIQZCHJUUSBA-HNNXBMFYSA-N,E9BCF7_0_apo,100789.84,
benzyl_alcohol_WVDDGKGOMKODPV-UHFFFAOYSA-N,E9BCF7_0_apo,100799.39,
paroxypropione_RARSHUDCJQSEFJ-UHFFFAOYSA-N,E9BCF7_0_apo,100831.95,
azapetine_NYGHGTMKALXFIA-UHFFFAOYSA-N,E9BCF7_0_apo,10087.02,
oxaprozin_OFPXSFXSNFPTHF-UHFFFAOYSA-N,E9BCF7_0_apo,10097.62,
molsidomine_XLFWDASMENKTKL-UHFFFAOYSA-N,E9BCF7_0_apo,100986.49,
benzatropine_GIJXKZJWITVLHI-PMOLBWCYSA-N,E9BCF7_0_apo,101018.32,
cloprednol_YTJIBEDMAQUYSZ-FDNPDPBUSA-N,E9BCF7_0_apo,1011.59,
clodronic_acid_ACSIXWWBWUQEHA-UHFFFAOYSA-N,E9BCF7_0_apo,10119.76,
emylcamate_SLWGJZPKHAXZQL-UHFFFAOYSA-N,E9BCF7_0_apo,101237.20,
bioallethrin_ZCVAOQKBXKSDMS-PVAVHDDUSA-N,E9BCF7_0_apo,10135.09,
felodipine_RZTAMFZIAATZDJ-HNNXBMFYSA-N,E9BCF7_0_apo,10137.69,
fluorometholone_acetate_YRFXGQHBPBMFHW-SBTZIJSASA-N,E9BCF7_0_apo,1015.02,
xibornol_RNRHMQWZFJXKLZ-XUWXXGDYSA-N,E9BCF7_0_apo,1015.31,
propiverine_QPCVHQBVMYCJOM-UHFFFAOYSA-N,E9BCF7_0_apo,10154.34,
piperazine_GLUUGHFHXGJENI-UHFFFAOYSA-N,E9BCF7_0_apo,101606.18,
bucloxic_acid_IJTPQQVCKPZIMV-UHFFFAOYSA-N,E9BCF7_0_apo,10163.79,
etodroxizine_VUFOCTSXHUWGPW-QHCPKHFHSA-N,E9BCF7_0_apo,101716.78,
anagestone_acetate_KDLNOQQQEBKBQM-DICPTYMLSA-N,E9BCF7_0_apo,10174.86,
cefminox_JSDXOWVAHXDYCU-VXSYNFHWSA-N,E9BCF7_0_apo,10185.55,
idrocilamide_OSCTXCOERRNGLW-UHFFFAOYSA-N,E9BCF7_0_apo,101867.80,
benzphetamine_YXKTVDFXDRQTKV-HNNXBMFYSA-N,E9BCF7_0_apo,101927.72,
felbinac_QRZAKQDHEVVFRX-UHFFFAOYSA-N,E9BCF7_0_apo,102063.16,
ticagrelor_OEKWJQXRCDYSHL-FNOIDJSQSA-N,E9BCF7_0_apo,1021.70,
UREA_C-13_XSQUKJJJFZCRTK-OUBTZVSYSA-N,E9BCF7_0_apo,102112.22,
troxipide_YSIITVVESCNIPR-NSHDSACASA-N,E9BCF7_0_apo,10214.77,
liranaftate_VPHPQNGOVQYUMG-UHFFFAOYSA-N,E9BCF7_0_apo,10215.49,
aminohippuric_acid_HSMNQINEKMPTIC-UHFFFAOYSA-N,E9BCF7_0_apo,102179.99,
clozapine_QZUDBNBUXVUHMW-UHFFFAOYSA-N,E9BCF7_0_apo,1022.96,
calcium_pantothenate_GHOKWGTUZJEAQD-ZETCQYMHSA-N,E9BCF7_0_apo,102205.84,
falecalcitriol_XPYGGHVSFMUHLH-WSRTYSJNSA-N,E9BCF7_0_apo,1023.13,
ethanol_LFQSCWFLJHTTHZ-UHFFFAOYSA-N,E9BCF7_0_apo,102320.74,
etimicin_NZGMVSJQULXLHF-QOGHJSHSSA-N,E9BCF7_0_apo,10233.29,
ftivazide_PSWOBQSIXLVPDV-UHFFFAOYSA-N,E9BCF7_0_apo,10245.28,
clomipramine_GDLIGKIOYRNHDA-UHFFFAOYSA-N,E9BCF7_0_apo,10252.58,
ethchlorvynol_ZEHYJZXQEQOSON-SSDOTTSWSA-N,E9BCF7_0_apo,10255.73,
rescinnamine_SZLZWPPUNLXJEA-QEGASFHISA-N,E9BCF7_0_apo,1026.16,
phenylephrine_SONNWYBIRXJNDC-VIFPVBQESA-N,E9BCF7_0_apo,102612.76,
oxabolone_cipionate_KHKDIUPVDIEHAH-KXLSUQFWSA-N,E9BCF7_0_apo,10267.83,
ronifibrate_AYJVGKWCGIYEAK-UHFFFAOYSA-N,E9BCF7_0_apo,102763.85,
guanoxabenz_QKIQJNNDIWGVEH-UHFFFAOYSA-N,E9BCF7_0_apo,10278.20,
voriconazole_BCEHBSKCWLPMDN-MGPLVRAMSA-N,E9BCF7_0_apo,10278.99,
simvastatin_RYMZZMVNJRMUDD-HGQWONQESA-N,E9BCF7_0_apo,10279.30,
hexestrol_PBBGSZCBWVPOOL-HDICACEKSA-N,E9BCF7_0_apo,10283.47,
bifluranol_RDVXUHOSYIBGBT-GWCFXTLKSA-N,E9BCF7_0_apo,10284.16,
picrotin_RYEFFICCPKWYML-QCGISDTRSA-N,E9BCF7_0_apo,1029.16,
menthyl_salicylate_SJOXEWUZWQYCGL-DVOMOZLQSA-N,E9BCF7_0_apo,10299.86,
pretomanid_ZLHZLMOSPGACSZ-NSHDSACASA-N,E9BCF7_0_apo,10309.30,
