LigandName,TargetName,BindingScore,InterfE
pirozadil_DIIBXMIIOQXTHW-UHFFFAOYSA-N,Q4QEN5_0_apo,10002.30,
sobrerol_OMDMTHRBGUBUCO-IUCAKERBSA-N,Q4QEN5_0_apo,10012.18,
alectinib_KDGFLJKFZUIJMX-UHFFFAOYSA-N,Q4QEN5_0_apo,1002.73,
phenaglycodol_HTYIXCKSEQQCJO-NSHDSACASA-N,Q4QEN5_0_apo,100227.50,
butalbital_UZVHFVZFNXBMQJ-UHFFFAOYSA-N,Q4QEN5_0_apo,100237.70,
mephenoxalone_ZMNSRFNUONFLSP-QMMMGPOBSA-N,Q4QEN5_0_apo,10026.16,
sodium_thiosalicylate_NBOMNTLFRHMDEZ-UHFFFAOYSA-N,Q4QEN5_0_apo,100306.22,
adipic_acid_WNLRTRBMVRJNCN-UHFFFAOYSA-N,Q4QEN5_0_apo,100366.81,
acetophenazine_WNTYBHLDCKXEOT-UHFFFAOYSA-N,Q4QEN5_0_apo,10039.48,
glycyclamide_RIGBPMDIGYBTBJ-UHFFFAOYSA-N,Q4QEN5_0_apo,10040.05,
stannous_fluoride_ANOBYBYXJXCGBS-UHFFFAOYSA-L,Q4QEN5_0_apo,100419.81,
clostebol_acetate_XYGMEFJSKQEBTO-KUJXMBTLSA-N,Q4QEN5_0_apo,1005.11,
tamibarotene_MUTNCGKQJGXKEM-UHFFFAOYSA-N,Q4QEN5_0_apo,10053.64,
methylthioninium_chloride_RBTBFTRPCNLSDE-UHFFFAOYSA-N,Q4QEN5_0_apo,100651.63,
methylparaben_LXCFILQKKLGQFO-UHFFFAOYSA-N,Q4QEN5_0_apo,100678.83,
lascufloxacin_ZFIOCUITTUUVPV-MEDUHNTESA-N,Q4QEN5_0_apo,10080.80,
demegestone_JWAHBTQSSMYISL-MHTWAQMVSA-N,Q4QEN5_0_apo,10081.61,
indinavir_CBVCZFGXHXORBI-PXQQMZJSSA-N,Q4QEN5_0_apo,10084.35,
aprindine_NZLBHDRPUJLHCE-UHFFFAOYSA-N,Q4QEN5_0_apo,10089.31,
dexibuprofen_HEFNNWSXXWATRW-JTQLQIEISA-N,Q4QEN5_0_apo,10098.13,
histidine_HNDVDQJCIGZPNO-YFKPBYRVSA-N,Q4QEN5_0_apo,1009958.62,
methylprednisolone_VHRSUDSXCMQTMA-PJHHCJLFSA-N,Q4QEN5_0_apo,1010.66,
niclofolan_XULACPAEUUWKFX-UHFFFAOYSA-N,Q4QEN5_0_apo,101039.97,
indanazoline_KUCWWEPJRBANHL-UHFFFAOYSA-N,Q4QEN5_0_apo,10104.37,
anethole_trithione_KYLIZBIRMBGUOP-UHFFFAOYSA-N,Q4QEN5_0_apo,10104.38,
darifenacin_HXGBXQDTNZMWGS-RUZDIDTESA-N,Q4QEN5_0_apo,1011.18,
hematoporphyrin_UJKPHYRXOLRVJJ-LRGCGCQZSA-N,Q4QEN5_0_apo,10111.96,
uredepa_SPDZFJLQFWSJGA-UHFFFAOYSA-N,Q4QEN5_0_apo,101163.15,
