LigandName,TargetName,BindingScore,InterfE
dexamethasone_UREBDLICKHMUKA-CXSFZGCWSA-N,A4I573_0_apo,100.27,
roxithromycin_RXZBMPWDPOLZGW-XMRMVWPWSA-N,A4I573_0_apo,1000.37,
methionine_FFEARJCKVFRZRR-BYPYZUCNSA-N,A4I573_0_apo,100034.20,
rociverine_XPYLKZZOBVLVHB-HQRMLTQVSA-N,A4I573_0_apo,1001.34,
cinnamaverine_UTTZVFFEPWFVRY-UHFFFAOYSA-N,A4I573_0_apo,10011.08,
loxoprofen_YMBXTVYHTMGZDW-ZWNOBZJWSA-N,A4I573_0_apo,1001515.57,
hydrocortisone_butyrate_BMCQMVFGOVHVNG-TUFAYURCSA-N,A4I573_0_apo,1004.77,
pentifylline_MRWQRJMESRRJJB-UHFFFAOYSA-N,A4I573_0_apo,10040.83,
glycine_DHMQDGOQFOQNFH-UHFFFAOYSA-N,A4I573_0_apo,100520.77,
idelalisib_IFSDAJWBUCMOAH-HNNXBMFYSA-N,A4I573_0_apo,10054.98,
rhodoquine_WIPRQKODGRKUEW-UHFFFAOYSA-N,A4I573_0_apo,10064.44,
silicon_dioxide_VYPSYNLAJGMNEJ-UHFFFAOYSA-N,A4I573_0_apo,100776.61,
tolvaptan_GYHCTFXIZSNGJT-DEOSSOPVSA-N,A4I573_0_apo,1008.14,
metrizoic_acid_GGGDNPWHMNJRFN-UHFFFAOYSA-N,A4I573_0_apo,10081.66,
cloxiquine_CTQMJYWDVABFRZ-UHFFFAOYSA-N,A4I573_0_apo,10083.65,
pimobendan_GLBJJMFZWDBELO-NSHDSACASA-N,A4I573_0_apo,10089.19,
ranolazine_XKLMZUWKNUAPSZ-FQEVSTJZSA-N,A4I573_0_apo,10091.15,
cefuroxime_axetil_KEJCWVGMRLCZQQ-DDFBNJLNSA-N,A4I573_0_apo,10106.02,
fosinopril_BIDNLKIUORFRQP-XYGFDPSESA-N,A4I573_0_apo,1011.75,
calcitonin_(salmon_synthetic)_BBBFJLBPOGFECG-VJVYQDLKSA-N,A4I573_0_apo,10110.57,
benzoctamine_GNRXCIONJWKSEA-KTXOBNNYSA-N,A4I573_0_apo,1012.14,
penamecillin_NLOOMWLTUVBWAW-HLLBOEOZSA-N,A4I573_0_apo,1012.51,
hydroxyzine_ZQDWXGKKHFNSQK-OAQYLSRUSA-N,A4I573_0_apo,101376.40,
sodium_myristyl_sulfate_URLJMZWTXZTZRR-UHFFFAOYSA-N,A4I573_0_apo,10144.69,
tromantadine_UXQDWARBDDDTKG-FXDBZKHDSA-N,A4I573_0_apo,10145.59,
bifonazole_OCAPBUJLXMYKEJ-QFIPXVFZSA-N,A4I573_0_apo,10149.26,
docusate_sodium_HNSDLXPSAYFUHK-SQNIBIBYSA-N,A4I573_0_apo,10151.47,
cycloguanil_QMNFFXRFOJIOKZ-UHFFFAOYSA-N,A4I573_0_apo,10152.19,
ursodiol_RUDATBOHQWOJDD-UZVSRGJWSA-N,A4I573_0_apo,10153.78,
ospemifene_LUMKNAVTFCDUIE-VHXPQNKSSA-N,A4I573_0_apo,10156.68,
eluxadoline_QFNHIDANIVGXPE-FNZWTVRRSA-N,A4I573_0_apo,1016.06,
cefathiamidine_JYXACOFERDBGGQ-RHSMWYFYSA-N,A4I573_0_apo,1016.54,
aminoquinuride_HOUSDILKOJMENG-UHFFFAOYSA-N,A4I573_0_apo,10168.92,
meticillin_RJQXTJLFIWVMTO-TYNCELHUSA-N,A4I573_0_apo,1017.09,
estradiol_undecylate_TXHUMRBWIWWBGW-GVGNIZHQSA-N,A4I573_0_apo,10171.00,
benzoic_acid_WPYMKLBDIGXBTP-UHFFFAOYSA-N,A4I573_0_apo,101730.64,
eprozinol_QSRHLIUOSXVKTG-YADHBBJMSA-N,A4I573_0_apo,101769.99,
fepradinol_PVOOBRUZWPQOER-NSHDSACASA-N,A4I573_0_apo,10182.50,
sulfacarbamide_WVAKABMNNSMCDK-UHFFFAOYSA-N,A4I573_0_apo,1018247.86,
propylthiouracil_KNAHARQHSZJURB-UHFFFAOYSA-N,A4I573_0_apo,10183.52,
chlorozotocin_MYBLAOJMRYYKMS-PVFLNQBWSA-N,A4I573_0_apo,101920.01,
benzestrol_DUTFBSAKKUNBAL-JSNMRZPZSA-N,A4I573_0_apo,10196.63,
drofenine_AGJBLWCLQCKRJP-IBGZPJMESA-N,A4I573_0_apo,10197.04,
faropenem_HGGAKXAHAYOLDJ-FHZUQPTBSA-N,A4I573_0_apo,102.10,
mecillinam_BWWVAEOLVKTZFQ-ISVUSNJMSA-N,A4I573_0_apo,10201.84,
acenocoumarol_VABCILAOYCMVPS-OAHLLOKOSA-N,A4I573_0_apo,10205.42,
ibutilide_ALOBUEHUHMBRLE-FQEVSTJZSA-N,A4I573_0_apo,10221.72,
landiolol_WMDSZGFJQKSLLH-RBBKRZOGSA-N,A4I573_0_apo,10233.78,
dipyridamole_IZEKFCXSFNUWAM-UHFFFAOYSA-N,A4I573_0_apo,10244.19,
butoxycaine_QNIUOGIMJWORNZ-UHFFFAOYSA-N,A4I573_0_apo,10248.32,
daclatasvir_FKRSSPOQAMALKA-CUPIEXAXSA-N,A4I573_0_apo,1025.99,
aprepitant_ATALOFNDEOCMKK-OITMNORJSA-N,A4I573_0_apo,10257.80,
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,A4I573_0_apo,102611.61,
aminopicoline_ORLGLBZRQYOWNA-UHFFFAOYSA-N,A4I573_0_apo,102624.02,
valaciclovir_HDOVUKNUBWVHOX-QMMMGPOBSA-N,A4I573_0_apo,10269.60,
benazepril_XPCFTKFZXHTYIP-PMACEKPBSA-N,A4I573_0_apo,10277.92,
metabutoxycaine_LJQWYEFHNLTPBZ-UHFFFAOYSA-N,A4I573_0_apo,10279.98,
roquinimex_SGOOQMRIPALTEL-UHFFFAOYSA-N,A4I573_0_apo,10282.61,
metesculetol_VVDLFTOOMLZFRO-UHFFFAOYSA-N,A4I573_0_apo,102837.38,
xenysalate_HLDCSYXMVXILQC-UHFFFAOYSA-N,A4I573_0_apo,10285.46,
olmutinib_FDMQDKQUTRLUBU-UHFFFAOYSA-N,A4I573_0_apo,10289.05,
iomeprol_NJKDOADNQSYQEV-OCAPTIKFSA-N,A4I573_0_apo,10296.09,
sulcaine_QLGIFPJNYPWBMQ-UHFFFAOYSA-N,A4I573_0_apo,102995.10,
topotecan_UCFGDBYHRUNTLO-QHCPKHFHSA-N,A4I573_0_apo,103.12,
tenitramine_DLDKCSIJFIPYRK-UHFFFAOYSA-N,A4I573_0_apo,10317.21,
abaloparatide_BVISQZFBLRSESR-XSCWXTNMSA-N,A4I573_0_apo,10336.99,
amineptine_ONNOFKFOZAJDHT-UHFFFAOYSA-N,A4I573_0_apo,10343.68,
carbon_tetrachloride_VZGDMQKNWNREIO-UHFFFAOYSA-N,A4I573_0_apo,103859.12,
temsirolimus_CBPNZQVSJQDFBE-QWRHTZMXSA-N,A4I573_0_apo,104.15,
