LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,A0A451EJP5_0_apo,10.25,
olaparib_FDLYAMZZIXQODN-UHFFFAOYSA-N,A0A451EJP5_0_apo,10.65,
carumonam_UIMOJFJSJSIGLV-JNHMLNOCSA-N,A0A451EJP5_0_apo,10003.93,
fenoxedil_OBQUKWIVMOIRGG-UHFFFAOYSA-N,A0A451EJP5_0_apo,10004.96,
depreotide_XXXSJQLZVNKRKX-YQRDHHIGSA-N,A0A451EJP5_0_apo,10007.77,
elbasvir_BVAZQCUMNICBAQ-PZHYSIFUSA-N,A0A451EJP5_0_apo,1001.78,
bromazine_NUNIWXHYABYXKF-KRWDZBQOSA-N,A0A451EJP5_0_apo,10014.34,
timepidium_PDYOTUCJOLELJU-CQSZACIVSA-N,A0A451EJP5_0_apo,10019.12,
levomilnacipran_GJJFMKBJSRMPLA-DZGCQCFKSA-N,A0A451EJP5_0_apo,10031.54,
flumedroxone_acetate_MXZYUFNILISKBC-WXLIAARGSA-N,A0A451EJP5_0_apo,1004.34,
betamethasone_benzoate_SOQJPQZCPBDOMF-YCUXZELOSA-N,A0A451EJP5_0_apo,1005.91,
iloperidone_XMXHEBAFVSFQEX-UHFFFAOYSA-N,A0A451EJP5_0_apo,1005.98,
potassium_canrenoate_PBKZPPIHUVSDNM-WNHSNXHDSA-N,A0A451EJP5_0_apo,10050.53,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A451EJP5_0_apo,1005089.80,
todralazine_WGZDBVOTUVNQFP-UHFFFAOYSA-N,A0A451EJP5_0_apo,100740.54,
iproniazid_NYMGNSNKLVNMIA-UHFFFAOYSA-N,A0A451EJP5_0_apo,100783.86,
amoxapine_QWGDMFLQWFTERH-UHFFFAOYSA-N,A0A451EJP5_0_apo,10079.87,
micronomicin_DNYGXMICFMACRA-XHEDQWPISA-N,A0A451EJP5_0_apo,10084.29,
clorotepine_XRYLGRGAWQSVQW-KRWDZBQOSA-N,A0A451EJP5_0_apo,10088.79,
dihydrostreptomycin_ASXBYYWOLISCLQ-APUVXCOVSA-N,A0A451EJP5_0_apo,10089.94,
miltefosine_PQLXHQMOHUQAKB-UHFFFAOYSA-N,A0A451EJP5_0_apo,10090.64,
metildigoxin_IYJMSDVSVHDVGT-PEQKVOOWSA-N,A0A451EJP5_0_apo,10094.10,
tetrazepam_IQWYAQCHYZHJOS-UHFFFAOYSA-N,A0A451EJP5_0_apo,10094.71,
methylatropine_PIPAJLPNWZMYQA-YVSFHVDLSA-N,A0A451EJP5_0_apo,101.95,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,A0A451EJP5_0_apo,1010862.73,
tipranavir_SUJUHGSWHZTSEU-FYBSXPHGSA-N,A0A451EJP5_0_apo,10129.36,
carbuterol_KEMXXQOFIRIICG-LLVKDONJSA-N,A0A451EJP5_0_apo,10131.39,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,A0A451EJP5_0_apo,1013470.98,
sodium_hexacyclonate_WMJPAYUKEVEBCN-UHFFFAOYSA-N,A0A451EJP5_0_apo,101465.83,
penciclovir_JNTOCHDNEULJHD-UHFFFAOYSA-N,A0A451EJP5_0_apo,10152.63,
melitracen_GWWLWDURRGNSRS-UHFFFAOYSA-N,A0A451EJP5_0_apo,101531.50,
hydralazine_RPTUSVTUFVMDQK-UHFFFAOYSA-N,A0A451EJP5_0_apo,101628.56,
ferric_hydroxide_MSNWSDPPULHLDL-UHFFFAOYSA-K,A0A451EJP5_0_apo,101665.67,
etafenone_OEGDFSLNGABBKJ-UHFFFAOYSA-N,A0A451EJP5_0_apo,1017.08,
stiripentol_IBLNKMRFIPWSOY-CYBMUJFWSA-N,A0A451EJP5_0_apo,10172.85,
pipradrol_XSWHNYGMWWVAIE-QGZVFWFLSA-N,A0A451EJP5_0_apo,10179.68,
brotizolam_UMSGKTJDUHERQW-UHFFFAOYSA-N,A0A451EJP5_0_apo,1017945.59,
carbidopa_TZFNLOMSOLWIDK-JTQLQIEISA-N,A0A451EJP5_0_apo,10181.60,
alprenolol_PAZJSJFMUHDSTF-AWEZNQCLSA-N,A0A451EJP5_0_apo,1019839.16,
sotagliflozin_QKDRXGFQVGOQKS-CRSSMBPESA-N,A0A451EJP5_0_apo,102020.42,
ibuprofen_piconol_ACEWLPOYLGNNHV-HNNXBMFYSA-N,A0A451EJP5_0_apo,10208.44,
nabilone_GECBBEABIDMGGL-MOPGFXCFSA-N,A0A451EJP5_0_apo,1021.04,
niclosamide_RJMUSRYZPJIFPJ-UHFFFAOYSA-N,A0A451EJP5_0_apo,10210.22,
Miltefosine_DB09031,A0A451EJP5_0_apo,10212.25,
methestrol_dipropionate_ORHVFDBDWJTZIN-FGZHOGPDSA-N,A0A451EJP5_0_apo,10214.02,
tedizolid_phosphate_QCGUSIANLFXSGE-GFCCVEGCSA-N,A0A451EJP5_0_apo,10216.84,
dimyristoylphosphatidylglycerol_BPHQZTVXXXJVHI-UHFFFAOYSA-N,A0A451EJP5_0_apo,1022.92,
resorcinol_GHMLBKRAJCXXBS-UHFFFAOYSA-N,A0A451EJP5_0_apo,102224.10,
prasterone_FMGSKLZLMKYGDP-USOAJAOKSA-N,A0A451EJP5_0_apo,1023.04,
paromomycin_UOZODPSAJZTQNH-LSWIJEOBSA-N,A0A451EJP5_0_apo,10235.42,
repaglinide_FAEKWTJYAYMJKF-QHCPKHFHSA-N,A0A451EJP5_0_apo,10237.50,
uredepa_SPDZFJLQFWSJGA-UHFFFAOYSA-N,A0A451EJP5_0_apo,102440.43,
picrotin_RYEFFICCPKWYML-QCGISDTRSA-N,A0A451EJP5_0_apo,1025.43,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,A0A451EJP5_0_apo,1025.49,
tiropramide_FDBWMYOFXWMGEY-SANMLTNESA-N,A0A451EJP5_0_apo,10252.23,
palonosetron_CPZBLNMUGSZIPR-NVXWUHKLSA-N,A0A451EJP5_0_apo,10260.69,
esomeprazole_SUBDBMMJDZJVOS-DEOSSOPVSA-N,A0A451EJP5_0_apo,10262.42,
nicotinamide_DFPAKSUCGFBDDF-UHFFFAOYSA-N,A0A451EJP5_0_apo,102773.12,
pentagestrone_RBFQPFFCDLXWQK-UXUCURBISA-N,A0A451EJP5_0_apo,10314.90,
amiodarone_IYIKLHRQXLHMJQ-UHFFFAOYSA-N,A0A451EJP5_0_apo,10332.89,
cefoxitin_WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,A0A451EJP5_0_apo,10344.60,
nepinalone_RVXGRCNWGOHSDE-SFHVURJKSA-N,A0A451EJP5_0_apo,10348.65,
ecabet_IWCWQNVIUXZOMJ-MISYRCLQSA-N,A0A451EJP5_0_apo,1035.59,
dixanthogen_FVIGODVHAVLZOO-UHFFFAOYSA-N,A0A451EJP5_0_apo,103522.97,
nicardipine_ZBBHBTPTTSWHBA-DEOSSOPVSA-N,A0A451EJP5_0_apo,10362.30,
efonidipine_NSVFSAJIGAJDMR-HKBQPEDESA-N,A0A451EJP5_0_apo,10369.84,
pyrovalerone_SWUVZKWCOBGPTH-OAHLLOKOSA-N,A0A451EJP5_0_apo,10372.56,
phenoxyethanol_QCDWFXQBSFUVSP-UHFFFAOYSA-N,A0A451EJP5_0_apo,103758.42,
tertatolol_HTWFXPCUFWKXOP-CYBMUJFWSA-N,A0A451EJP5_0_apo,10382.16,
croconazole_WHPAGCJNPTUGGD-UHFFFAOYSA-N,A0A451EJP5_0_apo,10386.68,
clefamide_ODCUSWJXZDHLKV-UHFFFAOYSA-N,A0A451EJP5_0_apo,10389.67,
suramin_FIAFUQMPZJWCLV-UHFFFAOYSA-N,A0A451EJP5_0_apo,1039.32,
iprindole_PLIGPBGDXASWPX-UHFFFAOYSA-N,A0A451EJP5_0_apo,10402.96,
metofenazate_BAQLUVXNKOTTHU-UHFFFAOYSA-N,A0A451EJP5_0_apo,10406.25,
dofetilide_IXTMWRCNAAVVAI-UHFFFAOYSA-N,A0A451EJP5_0_apo,10406.66,
aminocaproic_acid_SLXKOJJOQWFEFD-UHFFFAOYSA-N,A0A451EJP5_0_apo,104143.23,
buserelin_CUWODFFVMXJOKD-UVLQAERKSA-N,A0A451EJP5_0_apo,1041465.32,
levetiracetam_HPHUVLMMVZITSG-LURJTMIESA-N,A0A451EJP5_0_apo,10433.01,
nelarabine_IXOXBSCIXZEQEQ-UHTZMRCNSA-N,A0A451EJP5_0_apo,104379.96,
clopamide_LBXHRAWDUMTPSE-AOOOYVTPSA-N,A0A451EJP5_0_apo,1044.99,
propamidine_WTFXJFJYEJZMFO-UHFFFAOYSA-N,A0A451EJP5_0_apo,1044090.99,
propyphenazone_PXWLVJLKJGVOKE-UHFFFAOYSA-N,A0A451EJP5_0_apo,10451.80,
aminobutyric_acid_BTCSSZJGUNDROE-UHFFFAOYSA-N,A0A451EJP5_0_apo,104544.85,
promestriene_IUWKNLFTJBHTSD-AANPDWTMSA-N,A0A451EJP5_0_apo,1046.61,
etohexadiol_RWLALWYNXFYRGW-YUMQZZPRSA-N,A0A451EJP5_0_apo,104679.76,
clozapine_QZUDBNBUXVUHMW-UHFFFAOYSA-N,A0A451EJP5_0_apo,1047.87,
pioglitazone_HYAFETHFCAUJAY-KRWDZBQOSA-N,A0A451EJP5_0_apo,10471.13,
periciazine_LUALIOATIOESLM-UHFFFAOYSA-N,A0A451EJP5_0_apo,10471.19,
almitrine_OBDOVFRMEYHSQB-UHFFFAOYSA-N,A0A451EJP5_0_apo,10478.06,
fluorometholone_FAOZLTXFLGPHNG-KNAQIMQKSA-N,A0A451EJP5_0_apo,1048.18,
aminohippuric_acid_HSMNQINEKMPTIC-UHFFFAOYSA-N,A0A451EJP5_0_apo,104886.90,
bufetolol_AKLNLVOZXMQGSI-LSDHHAIUSA-N,A0A451EJP5_0_apo,1049.68,
fosfestrol_NLORYLAYLIXTID-ISLYRVAYSA-N,A0A451EJP5_0_apo,105016.54,
titanium_dioxide_GWEVSGVZZGPLCZ-UHFFFAOYSA-N,A0A451EJP5_0_apo,105080.22,
