LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,A2TEF2_0_apo,1.90,
estriol_PROQIPRRNZUXQM-ZXXIGWHRSA-N,A2TEF2_0_apo,1000.46,
tolfenamic_acid_YEZNLOUZAIOMLT-UHFFFAOYSA-N,A2TEF2_0_apo,1000.63,
cinmetacin_NKPPORKKCMYYTO-DHZHZOJOSA-N,A2TEF2_0_apo,10008.64,
glucosulfone_SQQCWHCJRWYRLB-GCDIXUMDSA-N,A2TEF2_0_apo,10011.74,
stavudine_XNKLLVCARDGLGL-JGVFFNPUSA-N,A2TEF2_0_apo,10014.11,
linezolid_TYZROVQLWOKYKF-ZDUSSCGKSA-N,A2TEF2_0_apo,10017.67,
dicloxacillin_YFAGHNZHGGCZAX-JKIFEVAISA-N,A2TEF2_0_apo,1002.28,
gemeprost_KYBOHGVERHWSSV-VNIVIJDLSA-N,A2TEF2_0_apo,10026.25,
dienestrol_NFDFQCUYFHCNBW-SCGPFSFSSA-N,A2TEF2_0_apo,10038.78,
cefathiamidine_JYXACOFERDBGGQ-RHSMWYFYSA-N,A2TEF2_0_apo,1005.21,
myrtecaine_BZRYYBWNOUALTQ-HOTGVXAUSA-N,A2TEF2_0_apo,1005.49,
pimozide_YVUQSNJEYSNKRX-UHFFFAOYSA-N,A2TEF2_0_apo,1005.72,
pivhydrazine_FWWDFDMCZLOXQI-UHFFFAOYSA-N,A2TEF2_0_apo,10057.42,
paraoxon_WYMSBXTXOHUIGT-UHFFFAOYSA-N,A2TEF2_0_apo,1005956.24,
cetotiamine_YBROOZNJUDHTGE-QINSGFPZSA-N,A2TEF2_0_apo,1007.36,
guanoxan_HIUVKVDQFXDZHU-ZETCQYMHSA-N,A2TEF2_0_apo,1007.91,
xyloylsulfamine_LFAXYIHYMGEIHW-UHFFFAOYSA-N,A2TEF2_0_apo,1008.49,
albiglutide_OGWAVGNOAMXIIM-VTAHJYCESA-N,A2TEF2_0_apo,1008.67,
fenspiride_FVNFBBAOMBJTST-UHFFFAOYSA-N,A2TEF2_0_apo,1009.15,
pentamethonium_bromide_XUSPWDAHGXSTHS-UHFFFAOYSA-N,A2TEF2_0_apo,10098.09,
sulfacarbamide_WVAKABMNNSMCDK-UHFFFAOYSA-N,A2TEF2_0_apo,1010147.99,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,A2TEF2_0_apo,101055.58,
fosfosal_FFKUDWZICMJVPA-UHFFFAOYSA-N,A2TEF2_0_apo,101238.51,
clonixin_CLOMYZFHNHFSIQ-UHFFFAOYSA-N,A2TEF2_0_apo,10124.69,
