LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,Q4Q3K2_0_apo,1.42,
gestrinone_BJJXHLWLUDYTGC-ANULTFPQSA-N,Q4Q3K2_0_apo,10.46,
nandrolone_NPAGDVCDWIYMMC-IZPLOLCNSA-N,Q4Q3K2_0_apo,100.01,
dinoprost_PXGPLTODNUVGFL-YNNPMVKQSA-N,Q4Q3K2_0_apo,10012.20,
quinfamide_SBJGFIXQRZOVTO-UHFFFAOYSA-N,Q4Q3K2_0_apo,1002.78,
isopropamide_JTPUMZTWMWIVPA-UHFFFAOYSA-O,Q4Q3K2_0_apo,10040.51,
lidamidine_RRHJHSBDJDZUGL-UHFFFAOYSA-N,Q4Q3K2_0_apo,10046.35,
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,Q4Q3K2_0_apo,100481.99,
guanoxan_HIUVKVDQFXDZHU-ZETCQYMHSA-N,Q4Q3K2_0_apo,1005.09,
cloxacillin_LQOLIRLGBULYKD-JKIFEVAISA-N,Q4Q3K2_0_apo,1005.36,
cinepazet_XDUOTWNXVDBCDY-VOTSOKGWSA-N,Q4Q3K2_0_apo,10051.86,
teduglutide_CILIXQOJUNDIDU-ASQIGDHWSA-N,Q4Q3K2_0_apo,100514.81,
pyrrocaine_OYCGKECKIVYHTN-UHFFFAOYSA-N,Q4Q3K2_0_apo,10059.77,
pargeverine_QNPHCSSJLHAKSA-UHFFFAOYSA-N,Q4Q3K2_0_apo,10064.09,
moexipril_UWWDHYUMIORJTA-HSQYWUDLSA-N,Q4Q3K2_0_apo,1007.25,
caffeine_RYYVLZVUVIJVGH-UHFFFAOYSA-N,Q4Q3K2_0_apo,10101.31,
allantoin_POJWUDADGALRAB-SFOWXEAESA-N,Q4Q3K2_0_apo,101195.38,
camostat_XASIMHXSUQUHLV-UHFFFAOYSA-N,Q4Q3K2_0_apo,10123.08,
pseudoephedrine_KWGRBVOPPLSCSI-WCBMZHEXSA-N,Q4Q3K2_0_apo,101296.00,
proscillaridin_MYEJFUXQJGHEQK-ALRJYLEOSA-N,Q4Q3K2_0_apo,1013.38,
acetanilide_FZERHIULMFGESH-UHFFFAOYSA-N,Q4Q3K2_0_apo,101350.66,
glycerol_PEDCQBHIVMGVHV-UHFFFAOYSA-N,Q4Q3K2_0_apo,101412.74,
biperiden_YSXKPIUOCJLQIE-ZFMNYDKASA-N,Q4Q3K2_0_apo,10149.89,
methohexital_NZXKDOXHBHYTKP-IINYFYTJSA-N,Q4Q3K2_0_apo,10157.13,
anagrelide_OTBXOEAOVRKTNQ-UHFFFAOYSA-N,Q4Q3K2_0_apo,10157.35,
etizolam_VMZUTJCNQWMAGF-UHFFFAOYSA-N,Q4Q3K2_0_apo,1016.38,
cefetamet_MQLRYUCJDNBWMV-GHXIOONMSA-N,Q4Q3K2_0_apo,1017.47,
pildralazine_KYIAWOXNPBANEW-LURJTMIESA-N,Q4Q3K2_0_apo,10194.02,
carbon_tetrachloride_VZGDMQKNWNREIO-UHFFFAOYSA-N,Q4Q3K2_0_apo,101996.34,
norethynodrel_ICTXHFFSOAJUMG-SLHNCBLASA-N,Q4Q3K2_0_apo,102.04,
deserpidine_CVBMAZKKCSYWQR-WCGOZPBSSA-N,Q4Q3K2_0_apo,102.29,
cefcapene_pivoxil_WVPAABNYMHNFJG-QDVBXLKVSA-N,Q4Q3K2_0_apo,1022.90,
trimethadione_IRYJRGCIQBGHIV-UHFFFAOYSA-N,Q4Q3K2_0_apo,1022537.15,
enprofylline_SIQPXVQCUCHWDI-UHFFFAOYSA-N,Q4Q3K2_0_apo,10226.21,
moxifloxacin_FABPRXSRWADJSP-MEDUHNTESA-N,Q4Q3K2_0_apo,1023.51,
ketorolac_OZWKMVRBQXNZKK-NSHDSACASA-N,Q4Q3K2_0_apo,10232.05,
