LigandName,TargetName,BindingScore,InterfE
loratadine_JCCNYMKQOSZNPW-UHFFFAOYSA-N,A0A640KXA1_0_apo,1000.51,
fursultiamine_JTLXCMOFVBXEKD-DLEKYWELSA-N,A0A640KXA1_0_apo,1000.52,
carpronium_XQSLKIBWQSTAGK-UHFFFAOYSA-N,A0A640KXA1_0_apo,10000.48,
etamivan_BQJODPIMMWWMFC-UHFFFAOYSA-N,A0A640KXA1_0_apo,10002.69,
betahistine_UUQMNUMQCIQDMZ-UHFFFAOYSA-N,A0A640KXA1_0_apo,100039.62,
bromoform_DIKBFYAXUHHXCS-UHFFFAOYSA-N,A0A640KXA1_0_apo,100159.01,
ceftaroline_fosamil_ZCCUWMICIWSJIX-NQJJCJBVSA-N,A0A640KXA1_0_apo,1003.40,
degarelix_MEUCPCLKGZSHTA-XYAYPHGZSA-N,A0A640KXA1_0_apo,1003.46,
estradiol_cypionate_UOACKFBJUYNSLK-XRKIENNPSA-N,A0A640KXA1_0_apo,1004.07,
imolamine_MGSPDRWOUCPKNZ-CCEZHUSRSA-N,A0A640KXA1_0_apo,10053.46,
buserelin_CUWODFFVMXJOKD-UVLQAERKSA-N,A0A640KXA1_0_apo,1005730.21,
methylprednisolone_succinate_IMBXEJJVJRTNOW-XYMSELFBSA-N,A0A640KXA1_0_apo,1006.67,
oxcarbazepine_CTRLABGOLIVAIY-UHFFFAOYSA-N,A0A640KXA1_0_apo,10075.02,
propamidine_WTFXJFJYEJZMFO-UHFFFAOYSA-N,A0A640KXA1_0_apo,1007578.23,
mycophenolic_acid_HPNSFSBZBAHARI-RUDMXATFSA-N,A0A640KXA1_0_apo,100787.41,
fluphenazine_decanoate_VIQCGTZFEYDQMR-UHFFFAOYSA-N,A0A640KXA1_0_apo,10085.29,
bedaquiline_QUIJNHUBAXPXFS-XLJNKUFUSA-N,A0A640KXA1_0_apo,10086.40,
etodroxizine_VUFOCTSXHUWGPW-QHCPKHFHSA-N,A0A640KXA1_0_apo,100882.17,
garenoxacin_NJDRXTDGYFKORP-LLVKDONJSA-N,A0A640KXA1_0_apo,1009.58,
falecalcitriol_XPYGGHVSFMUHLH-WSRTYSJNSA-N,A0A640KXA1_0_apo,1009.90,
venetoclax_LQBVNQSMGBZMKD-UHFFFAOYSA-N,A0A640KXA1_0_apo,1010.01,
reserpiline_FGWJRZQNNZVCHR-BCRCDCHUSA-N,A0A640KXA1_0_apo,1010.71,
rimiterol_IYMMESGOJVNCKV-JOYOIKCWSA-N,A0A640KXA1_0_apo,1011.89,
