LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,Q4Q7M2_0_apo,1.43,
glutethimide_JMBQKKAJIKAWKF-CYBMUJFWSA-N,Q4Q7M2_0_apo,1001.29,
parecoxib_TZRHLKRLEZJVIJ-UHFFFAOYSA-N,Q4Q7M2_0_apo,1002.58,
profenamine_CDOZDBSBBXSXLB-HNNXBMFYSA-N,Q4Q7M2_0_apo,1002.99,
olmutinib_FDMQDKQUTRLUBU-UHFFFAOYSA-N,Q4Q7M2_0_apo,10036.94,
latanoprost_GGXICVAJURFBLW-CEYXHVGTSA-N,Q4Q7M2_0_apo,1004.63,
2-(4-chlorphenoxy)-ethanol_GEGSSUSEWOHAFE-UHFFFAOYSA-N,Q4Q7M2_0_apo,100417.34,
mivotilate_WOUUWUGULFOVHG-UHFFFAOYSA-N,Q4Q7M2_0_apo,10043.40,
omarigliptin_MKMPWKUAHLTIBJ-ISTRZQFTSA-N,Q4Q7M2_0_apo,1005.18,
oxytocin_XNOPRXBHLZRZKH-DSZYJQQASA-N,Q4Q7M2_0_apo,1005.75,
prasugrel_DTGLZDAWLRGWQN-IBGZPJMESA-N,Q4Q7M2_0_apo,1006.21,
tocopherol_succinate_IELOKBJPULMYRW-NJQVLOCASA-N,Q4Q7M2_0_apo,1006.30,
bedaquiline_QUIJNHUBAXPXFS-XLJNKUFUSA-N,Q4Q7M2_0_apo,10061.98,
tirilazad_RBKASMJPSJDQKY-RBFSKHHSSA-N,Q4Q7M2_0_apo,1007.41,
methylhomatropine_WKWOJBUWWZTUQV-JJXSEGSLSA-N,Q4Q7M2_0_apo,10078.28,
voxelotor_FWCVZAQENIZVMY-UHFFFAOYSA-N,Q4Q7M2_0_apo,1009.24,
penmesterol_ZUBDXGHKAAMAAA-RFXJPFPRSA-N,Q4Q7M2_0_apo,101.50,
apomorphine_VMWNQDUVQKEIOC-CYBMUJFWSA-N,Q4Q7M2_0_apo,1010.74,
falecalcitriol_XPYGGHVSFMUHLH-WSRTYSJNSA-N,Q4Q7M2_0_apo,1011.68,
lodoxamide_RVGLGHVJXCETIO-UHFFFAOYSA-N,Q4Q7M2_0_apo,1011.89,
droxypropine_FVYYUBRKVVOOAV-UHFFFAOYSA-N,Q4Q7M2_0_apo,1012.27,
propylene_glycol_DNIAPMSPPWPWGF-GSVOUGTGSA-N,Q4Q7M2_0_apo,101244.36,
chromocarb_RVMGXWBCQGAWBR-UHFFFAOYSA-N,Q4Q7M2_0_apo,101289.31,
rimiterol_IYMMESGOJVNCKV-JOYOIKCWSA-N,Q4Q7M2_0_apo,1013.53,
ketotifen_ZCVMWBYGMWKGHF-UHFFFAOYSA-N,Q4Q7M2_0_apo,1013.84,
triclofos_YYQRGCZGSFRBAM-UHFFFAOYSA-N,Q4Q7M2_0_apo,101412.29,
terbutaline_XWTYSIMOBUGWOL-NSHDSACASA-N,Q4Q7M2_0_apo,10149.51,
gefarnate_ZPACYDRSPFRDHO-ROBAGEODSA-N,Q4Q7M2_0_apo,1015.18,
feprazone_RBBWCVQDXDFISW-UHFFFAOYSA-N,Q4Q7M2_0_apo,1015.48,
adrenalone_PZMVOUYYNKPMSI-UHFFFAOYSA-N,Q4Q7M2_0_apo,101517.22,
betoxycaine_CXYOBRKOFHQONJ-UHFFFAOYSA-N,Q4Q7M2_0_apo,10152.44,
epanolol_YARKMNAWFIMDKV-SFHVURJKSA-N,Q4Q7M2_0_apo,1016.60,
nicametate_JVWOCHRRAWHKLT-UHFFFAOYSA-N,Q4Q7M2_0_apo,10165.27,
fomocaine_CVHGCWVMTZWGAY-UHFFFAOYSA-N,Q4Q7M2_0_apo,10166.33,
carbamazepine_FFGPTBGBLSHEPO-UHFFFAOYSA-N,Q4Q7M2_0_apo,10170.88,
propyromazine_YKNNBQKAAWCISH-OAHLLOKOSA-N,Q4Q7M2_0_apo,1018.97,
butalamine_VYWQZAARVNRSTR-UHFFFAOYSA-N,Q4Q7M2_0_apo,1018.99,
esflurbiprofen_SYTBZMRGLBWNTM-JTQLQIEISA-N,Q4Q7M2_0_apo,10180.59,
cyclopenthiazide_BKYKPTRYDKTTJY-ZDUSSCGKSA-N,Q4Q7M2_0_apo,10192.46,
cefotaxime_GPRBEKHLDVQUJE-QSWIMTSFSA-N,Q4Q7M2_0_apo,1020.11,
clobuzarit_UGOFYAXVVVXMQT-UHFFFAOYSA-N,Q4Q7M2_0_apo,102015.93,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,Q4Q7M2_0_apo,1021402.55,
felodipine_RZTAMFZIAATZDJ-HNNXBMFYSA-N,Q4Q7M2_0_apo,10215.96,
lorazepam_DIWRORZWFLOCLC-OAHLLOKOSA-N,Q4Q7M2_0_apo,10216.86,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,Q4Q7M2_0_apo,1021910.95,
eluxadoline_QFNHIDANIVGXPE-FNZWTVRRSA-N,Q4Q7M2_0_apo,1022.58,
loratadine_JCCNYMKQOSZNPW-UHFFFAOYSA-N,Q4Q7M2_0_apo,1023.39,
exisulind_MVGSNCBCUWPVDA-MFOYZWKCSA-N,Q4Q7M2_0_apo,10235.55,
fedratinib_JOOXLOJCABQBSG-UHFFFAOYSA-N,Q4Q7M2_0_apo,1026.70,
nicotinyl_alcohol_MVQVNTPHUGQQHK-UHFFFAOYSA-N,Q4Q7M2_0_apo,102797.33,
benserazide_BNQDCRGUHNALGH-LURJTMIESA-N,Q4Q7M2_0_apo,10299.50,
difluprednate_WYQPLTPSGFELIB-JTQPXKBDSA-N,Q4Q7M2_0_apo,103.60,
afamelanotide_UAHFGYDRQSXQEB-PWPYQVNISA-N,Q4Q7M2_0_apo,1030.00,
moexipril_UWWDHYUMIORJTA-HSQYWUDLSA-N,Q4Q7M2_0_apo,1031.91,
pimobendan_GLBJJMFZWDBELO-NSHDSACASA-N,Q4Q7M2_0_apo,10314.69,
bornaprine_BDNMABJZSXTKAQ-LMNJBCLMSA-N,Q4Q7M2_0_apo,1032.74,
brotizolam_UMSGKTJDUHERQW-UHFFFAOYSA-N,Q4Q7M2_0_apo,1032851.67,
oxitriptan_LDCYZAJDBXYCGN-VIFPVBQESA-N,Q4Q7M2_0_apo,1033.02,
epimestrol_UHQGCIIQUZBJAE-RRQVMCLOSA-N,Q4Q7M2_0_apo,1033.40,
ticarcillin_OHKOGUYZJXTSFX-KZFFXBSXSA-N,Q4Q7M2_0_apo,1033.63,
pitavastatin_VGYFMXBACGZSIL-MCBHFWOFSA-N,Q4Q7M2_0_apo,10332.49,
hexafluronium_HDZAQYPYABGTCL-UHFFFAOYSA-N,Q4Q7M2_0_apo,10332.91,
valaciclovir_HDOVUKNUBWVHOX-QMMMGPOBSA-N,Q4Q7M2_0_apo,10337.99,
hexoprenaline_OXLZNBCNGJWPRV-SZPZYZBQSA-N,Q4Q7M2_0_apo,1034.47,
lornoxicam_WLHQHAUOOXYABV-UHFFFAOYSA-N,Q4Q7M2_0_apo,1034.62,
alprenolol_PAZJSJFMUHDSTF-AWEZNQCLSA-N,Q4Q7M2_0_apo,1034175.18,
ivacaftor_PURKAOJPTOLRMP-UHFFFAOYSA-N,Q4Q7M2_0_apo,1036.78,
bupropion_SNPPWIUOZRMYNY-SECBINFHSA-N,Q4Q7M2_0_apo,1037.95,
meradimate_SOXAGEOHPCXXIO-HEHGZKQESA-N,Q4Q7M2_0_apo,10375.27,
glisentide_NSJYMFYVNWVGON-UHFFFAOYSA-N,Q4Q7M2_0_apo,1038.04,
doxapram_XFDJYSQDBULQSI-QFIPXVFZSA-N,Q4Q7M2_0_apo,10383.99,
gusperimus_IDINUJSAMVOPCM-INIZCTEOSA-N,Q4Q7M2_0_apo,10387.54,
difemetorex_UHZJPVXMMCFPNR-IBGZPJMESA-N,Q4Q7M2_0_apo,1039.68,
flunisolide_XSFJVAJPIHIPKU-XWCQMRHXSA-N,Q4Q7M2_0_apo,104.04,
norgestrienone_GVDMJXQHPUYPHP-FYQPLNBISA-N,Q4Q7M2_0_apo,1041.65,
guaimesal_PSVDIHULUCLEJE-MRXNPFEDSA-N,Q4Q7M2_0_apo,10412.09,
erythromycin_ULGZDMOVFRHVEP-RWJQBGPGSA-N,Q4Q7M2_0_apo,1042.68,
lucanthone_FBQPGGIHOFZRGH-UHFFFAOYSA-N,Q4Q7M2_0_apo,1042.84,
tenoxicam_LZNWYQJJBLGYLT-UHFFFAOYSA-N,Q4Q7M2_0_apo,1042.93,
carfilzomib_BLMPQMFVWMYDKT-NZTKNTHTSA-N,Q4Q7M2_0_apo,10445.66,
sulfadiasulfone_RAMPGXSXWLFXFU-UHFFFAOYSA-N,Q4Q7M2_0_apo,10457.50,
mitoguazone_MXWHMTNPTTVWDM-NXOFHUPFSA-N,Q4Q7M2_0_apo,10477.13,
glypinamide_RHQSNARBXHRBNP-UHFFFAOYSA-N,Q4Q7M2_0_apo,10485.71,
glucuronamide_VOIFKEWOFUNPBN-QIUUJYRFSA-N,Q4Q7M2_0_apo,104912.55,
tretinoin_tocoferil_RIQIJXOWVAHQES-SBRAVCTHSA-N,Q4Q7M2_0_apo,105.89,
tacrine_YLJREFDVOIBQDA-UHFFFAOYSA-N,Q4Q7M2_0_apo,1050.75,
glycine_DHMQDGOQFOQNFH-UHFFFAOYSA-N,Q4Q7M2_0_apo,105023.52,
trandolapril_VXFJYXUZANRPDJ-WTNASJBWSA-N,Q4Q7M2_0_apo,1052.56,
piroxicam_QYSPLQLAKJAUJT-UHFFFAOYSA-N,Q4Q7M2_0_apo,1053.22,
dihydrocodeine_RBOXVHNMENFORY-DNJOTXNNSA-N,Q4Q7M2_0_apo,1053.59,
cefiderocol_DBPPRLRVDVJOCL-FQRUVTKNSA-N,Q4Q7M2_0_apo,1053.99,
xylose_SRBFZHDQGSBBOR-LECHCGJUSA-N,Q4Q7M2_0_apo,105401.08,
glecaprevir_MLSQGNCUYAMAHD-ZSXAAYSXSA-N,Q4Q7M2_0_apo,10541.54,
buserelin_CUWODFFVMXJOKD-UVLQAERKSA-N,Q4Q7M2_0_apo,1054136.12,
thiabendazole_WJCNZQLZVWNLKY-UHFFFAOYSA-N,Q4Q7M2_0_apo,10546.02,
propicillin_HOCWPKXKMNXINF-NFFDBFGFSA-N,Q4Q7M2_0_apo,1055.99,
butanilicaine_VWYQKFLLGRBICZ-UHFFFAOYSA-N,Q4Q7M2_0_apo,10557.83,
imolamine_MGSPDRWOUCPKNZ-CCEZHUSRSA-N,Q4Q7M2_0_apo,10559.65,
triclabendazole_NQPDXQQQCQDHHW-UHFFFAOYSA-N,Q4Q7M2_0_apo,1056.70,
propamidine_WTFXJFJYEJZMFO-UHFFFAOYSA-N,Q4Q7M2_0_apo,1056069.39,
orciprenaline_LMOINURANNBYCM-LLVKDONJSA-N,Q4Q7M2_0_apo,10561.60,
decamethoxine_ZADGGFKUEYIBJC-QXZCWUTFSA-N,Q4Q7M2_0_apo,10564.46,
desoxycortone_ZESRJSPZRDMNHY-YFWFAHHUSA-N,Q4Q7M2_0_apo,1057.51,
ribociclib_RHXHGRAEPCAFML-UHFFFAOYSA-N,Q4Q7M2_0_apo,1057.73,
pentamethonium_bromide_XUSPWDAHGXSTHS-UHFFFAOYSA-N,Q4Q7M2_0_apo,10595.25,
ilaprazole_HRRXCXABAPSOCP-AREMUKBSSA-N,Q4Q7M2_0_apo,10598.50,
benzoctamine_GNRXCIONJWKSEA-KTXOBNNYSA-N,Q4Q7M2_0_apo,1060.06,
nilutamide_XWXYUMMDTVBTOU-UHFFFAOYSA-N,Q4Q7M2_0_apo,1061.81,
actinoquinol_YAMVZYRZAMBCED-UHFFFAOYSA-N,Q4Q7M2_0_apo,10612.83,
ramosetron_NTHPAPBPFQJABD-LLVKDONJSA-N,Q4Q7M2_0_apo,10618.32,
ergocalciferol_MECHNRXZTMCUDQ-RKHKHRCZSA-N,Q4Q7M2_0_apo,1062.35,
estradiol_cypionate_UOACKFBJUYNSLK-XRKIENNPSA-N,Q4Q7M2_0_apo,1062.69,
oleandrin_JLPDBLFIVFSOCC-XYXFTTADSA-N,Q4Q7M2_0_apo,10627.75,
cefadroxil_BOEGTKLJZSQCCD-UEKVPHQBSA-N,Q4Q7M2_0_apo,1063.15,
pixantrone_PEZPMAYDXJQYRV-UHFFFAOYSA-N,Q4Q7M2_0_apo,10633.28,
liranaftate_VPHPQNGOVQYUMG-UHFFFAOYSA-N,Q4Q7M2_0_apo,10639.59,
methacholine_NZWOPGCLSHLLPA-ZETCQYMHSA-N,Q4Q7M2_0_apo,10643.02,
cefetamet_pivoxil_DASYMCLQENWCJG-XUKDPADISA-N,Q4Q7M2_0_apo,10646.35,
hydroquinidine_LJOQGZACKSYWCH-LHHVKLHASA-N,Q4Q7M2_0_apo,10659.01,
decamethonium_MTCUAOILFDZKCO-UHFFFAOYSA-N,Q4Q7M2_0_apo,10663.31,
hydroquinine_LJOQGZACKSYWCH-WZBLMQSHSA-N,Q4Q7M2_0_apo,10668.01,
saquinavir_QWAXKHKRTORLEM-UGJKXSETSA-N,Q4Q7M2_0_apo,1067.24,
pivagabine_SRPNQDXRVRCTNK-UHFFFAOYSA-N,Q4Q7M2_0_apo,10674.47,
pipazetate_DTVJXCOMJLLMAK-UHFFFAOYSA-N,Q4Q7M2_0_apo,10676.12,
methopromazine_BRABPYPSZVCCLR-UHFFFAOYSA-N,Q4Q7M2_0_apo,1068.33,
carbon_dioxide_CURLTUGMZLYLDI-UHFFFAOYSA-N,Q4Q7M2_0_apo,106838.97,
vitamin_A_palmitate_VYGQUTWHTHXGQB-FFHKNEKCSA-N,Q4Q7M2_0_apo,1069.79,
estradiol_valerate_RSEPBGGWRJCQGY-RBRWEJTLSA-N,Q4Q7M2_0_apo,10691.42,
embramine_URSRSKSNFPUKGH-SFHVURJKSA-N,Q4Q7M2_0_apo,10697.20,
avibactam_NDCUAPJVLWFHHB-UHNVWZDZSA-N,Q4Q7M2_0_apo,10697.53,
pivampicillin_ZEMIJUDPLILVNQ-ZXFNITATSA-N,Q4Q7M2_0_apo,1072.03,
thiazosulfone_KVEZIRCKNOTGKY-UHFFFAOYSA-N,Q4Q7M2_0_apo,10729.95,
cefoselis_BHXLLRXDAYEMPP-SBGRAJFYSA-N,Q4Q7M2_0_apo,1073.76,
ticlatone_POPOYOKQQAEISW-UHFFFAOYSA-N,Q4Q7M2_0_apo,1075.09,
esketamine_YQEZLKZALYSWHR-ZDUSSCGKSA-N,Q4Q7M2_0_apo,10758.43,
xipamide_MTZBBNMLMNBNJL-UHFFFAOYSA-N,Q4Q7M2_0_apo,1076.11,
darolutamide_BLIJXOOIHRSQRB-NWDGAFQWSA-N,Q4Q7M2_0_apo,1076.80,
cyclocoumarol_ZGFASEKBKWVCGP-FOIQADDNSA-N,Q4Q7M2_0_apo,10766.41,
glafenine_GWOFUCIGLDBNKM-ZDUSSCGKSA-N,Q4Q7M2_0_apo,10767.27,
tetraethylphthalamide_OPTBBAGXQYOFTL-UHFFFAOYSA-N,Q4Q7M2_0_apo,107794.29,
aprepitant_ATALOFNDEOCMKK-OITMNORJSA-N,Q4Q7M2_0_apo,10794.90,
cadralazine_QLTVVOATEHFXLT-VIFPVBQESA-N,Q4Q7M2_0_apo,10798.77,
promestriene_IUWKNLFTJBHTSD-AANPDWTMSA-N,Q4Q7M2_0_apo,108.50,
omacetaxine_mepesuccinate_HYFHYPWGAURHIV-JFIAXGOJSA-N,Q4Q7M2_0_apo,108.96,
glutathione_RWSXRVCMGQZWBV-WDSKDSINSA-N,Q4Q7M2_0_apo,1080.98,
pildralazine_KYIAWOXNPBANEW-LURJTMIESA-N,Q4Q7M2_0_apo,10811.22,
minoxidil_ZFMITUMMTDLWHR-UHFFFAOYSA-N,Q4Q7M2_0_apo,10818.20,
stallimycin_UPBAOYRENQEPJO-UHFFFAOYSA-N,Q4Q7M2_0_apo,1083.37,
thymalfasin_NZVYCXVTEHPMHE-ZSUJOUNUSA-N,Q4Q7M2_0_apo,1083.61,
norgesterone_YPVUHOBTCWJYNQ-SLHNCBLASA-N,Q4Q7M2_0_apo,1083.72,
ditazole_UUCMDZWCRNZCOY-UHFFFAOYSA-N,Q4Q7M2_0_apo,10832.09,
iodixanol_NBQNWMBBSKPBAY-LTFXXXRZSA-N,Q4Q7M2_0_apo,1083714.35,
tosufloxacin_WUWFMDMBOJLQIV-SNVBAGLBSA-N,Q4Q7M2_0_apo,10839.86,
phanquinone_VLPADTBFADIFKG-UHFFFAOYSA-N,Q4Q7M2_0_apo,1084.13,
