LigandName,TargetName,BindingScore,InterfE
brinzolamide_HCRKCZRJWPKOAR-JTQLQIEISA-N,A0A504Y4N7_0_apo,10.54,
guaiazulen_FWKQNCXZGNBPFD-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10009.52,
loteprednol_etabonate_DMKSVUSAATWOCU-HROMYWEYSA-N,A0A504Y4N7_0_apo,1003.49,
ergocalciferol_MECHNRXZTMCUDQ-RKHKHRCZSA-N,A0A504Y4N7_0_apo,1003.86,
cariprazine_KPWSJANDNDDRMB-QAQDUYKDSA-N,A0A504Y4N7_0_apo,1004.03,
cinametic_acid_YNUMZJCKFQVSRH-HWKANZROSA-N,A0A504Y4N7_0_apo,100447.47,
fenticlor_ANUSOIHIIPAHJV-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10046.67,
mecloxamine_WILANEPAIMJUCP-HNAYVOBHSA-N,A0A504Y4N7_0_apo,10047.20,
tromantadine_UXQDWARBDDDTKG-FXDBZKHDSA-N,A0A504Y4N7_0_apo,10048.74,
teriparatide_OGBMKVWORPGQRR-UMXFMPSGSA-N,A0A504Y4N7_0_apo,100537.93,
simvastatin_RYMZZMVNJRMUDD-HGQWONQESA-N,A0A504Y4N7_0_apo,10055.25,
iobenguane_(131I)_PDWUPXJEEYOOTR-JRGAVVOBSA-N,A0A504Y4N7_0_apo,10058.47,
tropicamide_BGDKAVGWHJFAGW-MRXNPFEDSA-N,A0A504Y4N7_0_apo,10067.44,
exisulind_MVGSNCBCUWPVDA-MFOYZWKCSA-N,A0A504Y4N7_0_apo,10071.80,
eterobarb_DACOQFZGGLCXMA-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10071.81,
sodium_myristyl_sulfate_URLJMZWTXZTZRR-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10073.89,
metacycline_MHIGBKBJSQVXNH-IWVLMIASSA-N,A0A504Y4N7_0_apo,1008.20,
dibunate_WBEBQCINXJDZCX-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10085.39,
mebutamate_LEROTMJVBFSIMP-SSDOTTSWSA-N,A0A504Y4N7_0_apo,10097.78,
talampicillin_SOROUYSPFADXSN-UENFOFCHSA-N,A0A504Y4N7_0_apo,10099.84,
carfecillin_NZDASSHFKWDBBU-PDOICOKGSA-N,A0A504Y4N7_0_apo,10106.12,
abaloparatide_BVISQZFBLRSESR-XSCWXTNMSA-N,A0A504Y4N7_0_apo,10110.33,
benzoic_acid_WPYMKLBDIGXBTP-UHFFFAOYSA-N,A0A504Y4N7_0_apo,101181.46,
propamidine_WTFXJFJYEJZMFO-UHFFFAOYSA-N,A0A504Y4N7_0_apo,1012006.58,
tetryzoline_BYJAVTDNIXVSPW-GFCCVEGCSA-N,A0A504Y4N7_0_apo,10121.00,
isoxsuprine_BMUKKTUHUDJSNZ-HBUWYVDXSA-N,A0A504Y4N7_0_apo,10129.20,
amosulalol_LVEXHFZHOIWIIP-OAHLLOKOSA-N,A0A504Y4N7_0_apo,1013.17,
buserelin_CUWODFFVMXJOKD-UVLQAERKSA-N,A0A504Y4N7_0_apo,1013062.54,
cefetamet_pivoxil_DASYMCLQENWCJG-XUKDPADISA-N,A0A504Y4N7_0_apo,10131.06,
glycerol_phenylbutyrate_ZSDBFLMJVAGKOU-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10133.83,
luliconazole_YTAOBBFIOAEMLL-REQDGWNSSA-N,A0A504Y4N7_0_apo,10134.64,
arsthinol_MRUDSZSRLQAPOG-SKDRFNHKSA-N,A0A504Y4N7_0_apo,101424.06,
rizatriptan_ULFRLSNUDGIQQP-UHFFFAOYSA-N,A0A504Y4N7_0_apo,1015.70,
meradimate_SOXAGEOHPCXXIO-HEHGZKQESA-N,A0A504Y4N7_0_apo,10151.78,
prenoxdiazine_PXZDWASDNFWKSD-UHFFFAOYSA-N,A0A504Y4N7_0_apo,1016.16,
parecoxib_TZRHLKRLEZJVIJ-UHFFFAOYSA-N,A0A504Y4N7_0_apo,1016.29,
chlortalidone_JIVPVXMEBJLZRO-CQSZACIVSA-N,A0A504Y4N7_0_apo,1016.84,
metesculetol_VVDLFTOOMLZFRO-UHFFFAOYSA-N,A0A504Y4N7_0_apo,101646.19,
estradiol_valerate_RSEPBGGWRJCQGY-RBRWEJTLSA-N,A0A504Y4N7_0_apo,10165.33,
estradiol_cypionate_UOACKFBJUYNSLK-XRKIENNPSA-N,A0A504Y4N7_0_apo,1017.80,
aceglatone_ZOZKYEHVNDEUCO-DKXJUACHSA-N,A0A504Y4N7_0_apo,10170.26,
xantinol_DSFGXPJYDCSWTA-VIFPVBQESA-N,A0A504Y4N7_0_apo,10171.18,
penthienate_NEMLPWNINZELKP-GOSISDBHSA-N,A0A504Y4N7_0_apo,1019.99,
difluprednate_WYQPLTPSGFELIB-JTQPXKBDSA-N,A0A504Y4N7_0_apo,102.84,
dipyridamole_IZEKFCXSFNUWAM-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10204.15,
daclatasvir_FKRSSPOQAMALKA-CUPIEXAXSA-N,A0A504Y4N7_0_apo,1021.34,
vinpocetine_DDNCQMVWWZOMLN-IRLDBZIGSA-N,A0A504Y4N7_0_apo,1021.38,
carbinoxamine_OJFSXZCBGQGRNV-MRXNPFEDSA-N,A0A504Y4N7_0_apo,10221.60,
clofazimine_WDQPAMHFFCXSNU-BGABXYSRSA-N,A0A504Y4N7_0_apo,1023.31,
azelastine_MBUVEWMHONZEQD-GOSISDBHSA-N,A0A504Y4N7_0_apo,1025.01,
saroglitazar_MRWFZSLZNUJVQW-DEOSSOPVSA-N,A0A504Y4N7_0_apo,10252.68,
prasterone_sulfate_CZWCKYRVOZZJNM-USOAJAOKSA-N,A0A504Y4N7_0_apo,1027.70,
etidronic_acid_DBVJJBKOTRCVKF-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10270.43,
chlorproethazine_DBOUGBAQLIXZLV-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10285.39,
methapyrilene_HNJJXZKZRAWDPF-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10285.75,
trofosfamide_UMKFEPPTGMDVMI-QGZVFWFLSA-N,A0A504Y4N7_0_apo,10288.20,
dydrogesterone_JGMOKGBVKVMRFX-HQZYFCCVSA-N,A0A504Y4N7_0_apo,10291.94,
cenobamate_GFHAXPJGXSQLPT-VIFPVBQESA-N,A0A504Y4N7_0_apo,10292.01,
rilmenidine_CQXADFVORZEARL-UHFFFAOYSA-N,A0A504Y4N7_0_apo,10293.10,
clindamycin_KDLRVYVGXIQJDK-AWPVFWJPSA-N,A0A504Y4N7_0_apo,10296.16,
primaquine_INDBQLZJXZLFIT-NSHDSACASA-N,A0A504Y4N7_0_apo,10309.82,
climbazole_OWEGWHBOCFMBLP-AWEZNQCLSA-N,A0A504Y4N7_0_apo,10314.79,
creatine_CVSVTCORWBXHQV-UHFFFAOYSA-N,A0A504Y4N7_0_apo,103184.78,
daptomycin_DOAKLVKFURWEDJ-QCMAZARJSA-N,A0A504Y4N7_0_apo,1032.16,
