LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,E9AC52_0_apo,1.11,
difluprednate_WYQPLTPSGFELIB-JTQPXKBDSA-N,E9AC52_0_apo,100.42,
nicofetamide_DWODOIKZDGJOPQ-LJQANCHMSA-N,E9AC52_0_apo,1000.95,
baclofen_KPYSYYIEGFHWSV-QMMMGPOBSA-N,E9AC52_0_apo,10003.60,
latanoprost_GGXICVAJURFBLW-CEYXHVGTSA-N,E9AC52_0_apo,1001.40,
pipobroman_NJBFOOCLYDNZJN-UHFFFAOYSA-N,E9AC52_0_apo,1002.07,
omarigliptin_MKMPWKUAHLTIBJ-ISTRZQFTSA-N,E9AC52_0_apo,1002.18,
sildenafil_BNRNXUUZRGQAQC-UHFFFAOYSA-N,E9AC52_0_apo,1002.73,
oxcarbazepine_CTRLABGOLIVAIY-UHFFFAOYSA-N,E9AC52_0_apo,10020.82,
tuaminoheptane_VSRBKQFNFZQRBM-ZETCQYMHSA-N,E9AC52_0_apo,10023.30,
tetrachloroethylene_CYTYCFOTNPOANT-UHFFFAOYSA-N,E9AC52_0_apo,100279.69,
tezacaftor_MJUVRTYWUMPBTR-MRXNPFEDSA-N,E9AC52_0_apo,1004.75,
levomepromazine_VRQVVMDWGGWHTJ-CQSZACIVSA-N,E9AC52_0_apo,1005.42,
trihexyphenidyl_HWHLPVGTWGOCJO-FQEVSTJZSA-N,E9AC52_0_apo,10053.02,
zolpidem_ZAFYATHCZYHLPB-UHFFFAOYSA-N,E9AC52_0_apo,10080.84,
rutoside_IKGXIBQEEMLURG-NVPNHPEKSA-N,E9AC52_0_apo,10086.38,
dithranol_NUZWLKWWNNJHPT-UHFFFAOYSA-N,E9AC52_0_apo,1009.22,
zaleplon_HUNXMJYCHXQEGX-UHFFFAOYSA-N,E9AC52_0_apo,101.50,
pipemidic_acid_JOHZPMXAZQZXHR-UHFFFAOYSA-N,E9AC52_0_apo,1010.47,
linopirdine_YEJCDKJIEMIWRQ-UHFFFAOYSA-N,E9AC52_0_apo,10108.98,
rimiterol_IYMMESGOJVNCKV-JOYOIKCWSA-N,E9AC52_0_apo,1011.27,
sapropterin_FNKQXYHWGSIFBK-RPDRRWSUSA-N,E9AC52_0_apo,1012.40,
sulindac_MLKXDPUZXIRXEP-WXKFDZDZSA-N,E9AC52_0_apo,1013.57,
exisulind_MVGSNCBCUWPVDA-MFOYZWKCSA-N,E9AC52_0_apo,10134.37,
ibacitabine_WEVJJMPVVFNAHZ-RRKCRQDMSA-N,E9AC52_0_apo,10136.67,
tinazoline_JENBDJGHNIOHAJ-UHFFFAOYSA-N,E9AC52_0_apo,1014.45,
amphenidone_ZVSGUZQJNXHNIL-UHFFFAOYSA-N,E9AC52_0_apo,10145.10,
rivastigmine_XSVMFMHYUFZWBK-NSHDSACASA-N,E9AC52_0_apo,10145.23,
orphenadrine_QVYRGXJJSLMXQH-GOSISDBHSA-N,E9AC52_0_apo,1016.81,
loratadine_JCCNYMKQOSZNPW-UHFFFAOYSA-N,E9AC52_0_apo,1016.92,
parsalmide_DXHYQIJBUNRPJT-UHFFFAOYSA-N,E9AC52_0_apo,10168.21,
ambucetamide_WUSAVCGXMSWMQM-MRXNPFEDSA-N,E9AC52_0_apo,1017.72,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,E9AC52_0_apo,1017078.98,
dihydralazine_VQKLRVZQQYVIJW-UHFFFAOYSA-N,E9AC52_0_apo,10184.03,
etilefrine_SQVIAVUSQAWMKL-JTQLQIEISA-N,E9AC52_0_apo,10185.38,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,E9AC52_0_apo,1018692.85,
nitrefazole_NMTBSNPBIGRZBL-UHFFFAOYSA-N,E9AC52_0_apo,10188.18,
capobenic_acid_MPTXLVRHYGBOQY-UHFFFAOYSA-N,E9AC52_0_apo,10189.01,
cefetamet_MQLRYUCJDNBWMV-GHXIOONMSA-N,E9AC52_0_apo,1019.31,
muzolimine_RLWRMIYXDPXIEX-ZCFIWIBFSA-N,E9AC52_0_apo,1019.36,
piritramide_IHEHEFLXQFOQJO-UHFFFAOYSA-N,E9AC52_0_apo,102.25,
pentamidine_XDRYMKDFEDOLFX-UHFFFAOYSA-N,E9AC52_0_apo,1021.05,
medifoxamine_QNMGHBMGNRQPNL-UHFFFAOYSA-N,E9AC52_0_apo,10219.76,
levomenthol_NOOLISFMXDJSKH-KXUCPTDWSA-N,E9AC52_0_apo,10220.92,
alpha-tocopherol_acetate_ZAKOWWREFLAJOT-CEFNRUSXSA-N,E9AC52_0_apo,1023.34,
