LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,E9BIW4_0_apo,1.72,
nintedanib_XZXHXSATPCNXJR-ZIADKAODSA-N,E9BIW4_0_apo,1000.28,
deoxycholic_acid_KXGVEGMKQFWNSR-LLQZFEROSA-N,E9BIW4_0_apo,10003.30,
doxapram_XFDJYSQDBULQSI-QFIPXVFZSA-N,E9BIW4_0_apo,10018.34,
glutathione_RWSXRVCMGQZWBV-WDSKDSINSA-N,E9BIW4_0_apo,1003.95,
vaborbactam_IOOWNWLVCOUUEX-WPRPVWTQSA-N,E9BIW4_0_apo,1004.93,
carfecillin_NZDASSHFKWDBBU-PDOICOKGSA-N,E9BIW4_0_apo,10044.05,
ditazole_UUCMDZWCRNZCOY-UHFFFAOYSA-N,E9BIW4_0_apo,10054.47,
flunarizine_SMANXXCATUTDDT-QPJJXVBHSA-N,E9BIW4_0_apo,1006.46,
ensulizole_UVCJGUGAGLDPAA-UHFFFAOYSA-N,E9BIW4_0_apo,10062.64,
voglibose_FZNCGRZWXLXZSZ-CIQUZCHMSA-N,E9BIW4_0_apo,10065.73,
pazufloxacin_XAGMUUZPGZWTRP-ZETCQYMHSA-N,E9BIW4_0_apo,1007.18,
levdobutamine_JRWZLRBJNMZMFE-ZDUSSCGKSA-N,E9BIW4_0_apo,10075.24,
clevudine_GBBJCSTXCAQSSJ-XQXXSGGOSA-N,E9BIW4_0_apo,100767.62,
fluvastatin_FJLGEFLZQAZZCD-JUFISIKESA-N,E9BIW4_0_apo,10097.24,
prasugrel_DTGLZDAWLRGWQN-IBGZPJMESA-N,E9BIW4_0_apo,1010.32,
lomerizine_JQSAYKKFZOSZGJ-UHFFFAOYSA-N,E9BIW4_0_apo,1010.61,
dinoprost_PXGPLTODNUVGFL-YNNPMVKQSA-N,E9BIW4_0_apo,10101.86,
astemizole_GXDALQBWZGODGZ-UHFFFAOYSA-N,E9BIW4_0_apo,10127.47,
tramazoline_QQJLHRRUATVHED-UHFFFAOYSA-N,E9BIW4_0_apo,1013.70,
sitagliptin_MFFMDFFZMYYVKS-SECBINFHSA-N,E9BIW4_0_apo,1013.86,
guaimesal_PSVDIHULUCLEJE-MRXNPFEDSA-N,E9BIW4_0_apo,10132.20,
pitavastatin_VGYFMXBACGZSIL-MCBHFWOFSA-N,E9BIW4_0_apo,10133.31,
eltrombopag_XDXWLKQMMKQXPV-QYQHSDTDSA-N,E9BIW4_0_apo,1014.71,
doxefazepam_VOJLELRQLPENHL-INIZCTEOSA-N,E9BIW4_0_apo,1014.79,
garenoxacin_NJDRXTDGYFKORP-LLVKDONJSA-N,E9BIW4_0_apo,1015.64,
diacetazotol_YIEDSISPYKQADU-FMQUCBEESA-N,E9BIW4_0_apo,10158.70,
spectinomycin_UNFWWIHTNXNPBV-WXKVUWSESA-N,E9BIW4_0_apo,10177.50,
colforsin_daropate_RSOZZQTUMVBTMR-XGUNBQNXSA-N,E9BIW4_0_apo,1018.34,
pamabrom_SKTFQHRVFFOHTQ-UHFFFAOYSA-N,E9BIW4_0_apo,10180.30,
pixantrone_PEZPMAYDXJQYRV-UHFFFAOYSA-N,E9BIW4_0_apo,10194.19,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,E9BIW4_0_apo,1020.44,
hexafluronium_HDZAQYPYABGTCL-UHFFFAOYSA-N,E9BIW4_0_apo,10205.51,
sulfacytine_SIBQAECNSSQUOD-UHFFFAOYSA-N,E9BIW4_0_apo,10208.68,
trimazosin_YNZXWQJZEDLQEG-UHFFFAOYSA-N,E9BIW4_0_apo,1021.95,
oxitriptan_LDCYZAJDBXYCGN-VIFPVBQESA-N,E9BIW4_0_apo,1022.91,
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,E9BIW4_0_apo,102225.99,
pentamethonium_bromide_XUSPWDAHGXSTHS-UHFFFAOYSA-N,E9BIW4_0_apo,10235.88,
lubeluzole_OZFSWVOEXHGDES-INIZCTEOSA-N,E9BIW4_0_apo,1024.18,
ceforanide_SLAYUXIURFNXPG-CRAIPNDOSA-N,E9BIW4_0_apo,1024.60,
ivacaftor_PURKAOJPTOLRMP-UHFFFAOYSA-N,E9BIW4_0_apo,1024.63,
haloprogin_CTETYYAZBPJBHE-UHFFFAOYSA-N,E9BIW4_0_apo,10250.50,
obeticholic_acid_ZXERDUOLZKYMJM-ZWECCWDJSA-N,E9BIW4_0_apo,10254.39,
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,E9BIW4_0_apo,102583.11,
temozolomide_BPEGJWRSRHCHSN-UHFFFAOYSA-N,E9BIW4_0_apo,10264.63,
