LigandName,TargetName,BindingScore,InterfE
olaparib_FDLYAMZZIXQODN-UHFFFAOYSA-N,Q8I867_0_apo,10.70,
colchicine_IAKHMKGGTNLKSZ-INIZCTEOSA-N,Q8I867_0_apo,1002.95,
hydrocortisone_phosphate_BGSOJVFOEQLVMH-VWUMJDOOSA-N,Q8I867_0_apo,10021.95,
chloroxylenol_OSDLLIBGSJNGJE-UHFFFAOYSA-N,Q8I867_0_apo,100325.91,
piperacetazine_BTFMCMVEUCGQDX-UHFFFAOYSA-N,Q8I867_0_apo,10040.76,
butalbital_UZVHFVZFNXBMQJ-UHFFFAOYSA-N,Q8I867_0_apo,100561.93,
carglumic_acid_LCQLHJZYVOQKHU-VKHMYHEASA-N,Q8I867_0_apo,100618.01,
depreotide_XXXSJQLZVNKRKX-YQRDHHIGSA-N,Q8I867_0_apo,10063.27,
anethole_trithione_KYLIZBIRMBGUOP-UHFFFAOYSA-N,Q8I867_0_apo,10063.28,
plecanatide_NSPHQWLKCGGCQR-DLJDZFDSSA-N,Q8I867_0_apo,10063.84,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,Q8I867_0_apo,1006559.31,
phenothrin_SBNFWQZLDJGRLK-RTWAWAEBSA-N,Q8I867_0_apo,10071.19,
ambroxol_JBDGDEWWOUBZPM-XYPYZODXSA-N,Q8I867_0_apo,10075.56,
sultiame_HMHVCUVYZFYAJI-UHFFFAOYSA-N,Q8I867_0_apo,10081.44,
tetroxoprim_WSWJIZXMAUYHOE-UHFFFAOYSA-N,Q8I867_0_apo,1009.35,
histamine_NTYJJOPFIAHURM-UHFFFAOYSA-N,Q8I867_0_apo,10090.83,
eravacycline_dihydrochloride_HLFSMUUOKPBTSM-ISIOAQNYSA-N,Q8I867_0_apo,10096.49,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,Q8I867_0_apo,1009825.10,
phenylpropanolamine_DLNKOYKMWOXYQA-APPZFPTMSA-N,Q8I867_0_apo,101094.28,
lomitapide_MBBCVAKAJPKAKM-UHFFFAOYSA-N,Q8I867_0_apo,10122.42,
brotizolam_UMSGKTJDUHERQW-UHFFFAOYSA-N,Q8I867_0_apo,1013164.78,
repaglinide_FAEKWTJYAYMJKF-QHCPKHFHSA-N,Q8I867_0_apo,10142.32,
allobarbital_FDQGNLOWMMVRQL-UHFFFAOYSA-N,Q8I867_0_apo,101421.72,
mizoribine_HZQDCMWJEBCWBR-UUOKFMHZSA-N,Q8I867_0_apo,101507.82,
alprenolol_PAZJSJFMUHDSTF-AWEZNQCLSA-N,Q8I867_0_apo,1015808.86,
iproniazid_NYMGNSNKLVNMIA-UHFFFAOYSA-N,Q8I867_0_apo,101673.88,
lisinopril_RLAWWYSOJDYHDC-BZSNNMDCSA-N,Q8I867_0_apo,10174.38,
hydrocodone_LLPOLZWFYMWNKH-CMKMFDCUSA-N,Q8I867_0_apo,1018.17,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,Q8I867_0_apo,1018.43,
pioglitazone_HYAFETHFCAUJAY-KRWDZBQOSA-N,Q8I867_0_apo,10188.28,
meticrane_FNQQBFNIYODEMB-UHFFFAOYSA-N,Q8I867_0_apo,10188.32,
iguratimod_ANMATWQYLIFGOK-UHFFFAOYSA-N,Q8I867_0_apo,10189.56,
etebenecid_UACOQEQOBAQRDQ-UHFFFAOYSA-N,Q8I867_0_apo,10196.74,
etravirine_PYGWGZALEOIKDF-UHFFFAOYSA-N,Q8I867_0_apo,10199.01,
irbesartan_YOSHYTLCDANDAN-UHFFFAOYSA-N,Q8I867_0_apo,102.69,
asparagine_DCXYFEDJOCDNAF-REOHCLBHSA-N,Q8I867_0_apo,102019.18,
fluorometholone_FAOZLTXFLGPHNG-KNAQIMQKSA-N,Q8I867_0_apo,1021.15,
etohexadiol_RWLALWYNXFYRGW-YUMQZZPRSA-N,Q8I867_0_apo,102360.65,
macimorelin_VPBQKRKRYYPMOF-DHIUTWEWSA-N,Q8I867_0_apo,10241.74,
tribromometacresol_QKHROXOPRBWBDD-UHFFFAOYSA-N,Q8I867_0_apo,10243.96,
leteprinim_JMPOIZCOJJMTHI-UHFFFAOYSA-N,Q8I867_0_apo,10249.20,
paromomycin_UOZODPSAJZTQNH-LSWIJEOBSA-N,Q8I867_0_apo,10255.25,
elbasvir_BVAZQCUMNICBAQ-PZHYSIFUSA-N,Q8I867_0_apo,1026.47,
tetrazepam_IQWYAQCHYZHJOS-UHFFFAOYSA-N,Q8I867_0_apo,10278.10,
etofibrate_XXRVYAFBUDSLJX-UHFFFAOYSA-N,Q8I867_0_apo,102876.83,
bromazine_NUNIWXHYABYXKF-KRWDZBQOSA-N,Q8I867_0_apo,10299.82,
nabilone_GECBBEABIDMGGL-MOPGFXCFSA-N,Q8I867_0_apo,1030.19,
olmesartan_medoxomil_UQGKUQLKSCSZGY-UHFFFAOYSA-N,Q8I867_0_apo,1031.90,
levopropoxyphene_XLMALTXPSGQGBX-PGRDOPGGSA-N,Q8I867_0_apo,10313.27,
ecabet_IWCWQNVIUXZOMJ-MISYRCLQSA-N,Q8I867_0_apo,1032.33,
propanidid_KEJXLQUPYHWCNM-UHFFFAOYSA-N,Q8I867_0_apo,103456.82,
methylthioninium_chloride_RBTBFTRPCNLSDE-UHFFFAOYSA-N,Q8I867_0_apo,103467.92,
orazamide_DVNYTAVYBRSTGK-UHFFFAOYSA-N,Q8I867_0_apo,103479.83,
picrotin_RYEFFICCPKWYML-QCGISDTRSA-N,Q8I867_0_apo,1036.93,
pemoline_NRNCYVBFPDDJNE-ZETCQYMHSA-N,Q8I867_0_apo,103727.96,
buserelin_CUWODFFVMXJOKD-UVLQAERKSA-N,Q8I867_0_apo,1037349.24,
eribulin_UFNVPOGXISZXJD-JBQZKEIOSA-N,Q8I867_0_apo,10381.10,
