LigandName,TargetName,BindingScore,InterfE
zolmitriptan_ULSDMUVEXKOYBU-ZDUSSCGKSA-N,A4HRV4_0_apo,10.31,
glycolic_acid_AEMRFAOFKBGASW-UHFFFAOYSA-N,A4HRV4_0_apo,100054.49,
clodantoin_VOGJJBHRUDVEFM-YUMQZZPRSA-N,A4HRV4_0_apo,10008.72,
amodiaquine_OVCDSSHSILBFBN-UHFFFAOYSA-N,A4HRV4_0_apo,10012.81,
depreotide_XXXSJQLZVNKRKX-YQRDHHIGSA-N,A4HRV4_0_apo,10012.87,
triclocarban_ICUTUKXCWQYESQ-UHFFFAOYSA-N,A4HRV4_0_apo,100185.94,
etebenecid_UACOQEQOBAQRDQ-UHFFFAOYSA-N,A4HRV4_0_apo,10029.54,
piperidolate_KTHVBAZBLKXIHZ-IBGZPJMESA-N,A4HRV4_0_apo,10029.95,
pamidronic_acid_WRUUGTRCQOWXEG-UHFFFAOYSA-N,A4HRV4_0_apo,10034.42,
miltefosine_PQLXHQMOHUQAKB-UHFFFAOYSA-N,A4HRV4_0_apo,10035.11,
bolandiol_dipropionate_JFAXVZXNIGIDDA-KDWXAGHCSA-N,A4HRV4_0_apo,10037.47,
triamcinolone_hexacetonide_TZIZWYVVGLXXFV-FLRHRWPCSA-N,A4HRV4_0_apo,1005.98,
tetrazepam_IQWYAQCHYZHJOS-UHFFFAOYSA-N,A4HRV4_0_apo,10056.44,
prasterone_FMGSKLZLMKYGDP-USOAJAOKSA-N,A4HRV4_0_apo,1006.10,
vibegron_DJXRIQMCROIRCZ-XOEOCAAJSA-N,A4HRV4_0_apo,10060.13,
piribedil_OQDPVLVUJFGPGQ-UHFFFAOYSA-N,A4HRV4_0_apo,10066.66,
azanidazole_LHIALLMPKJMSIQ-NSCUHMNNSA-N,A4HRV4_0_apo,100727.67,
orazamide_DVNYTAVYBRSTGK-UHFFFAOYSA-N,A4HRV4_0_apo,100737.07,
ethyl_dibunate_ZAMACTJOCIFTPJ-UHFFFAOYSA-N,A4HRV4_0_apo,10079.91,
fenbenicillin_VZPPEUOYDWPUKO-NHAYFPRASA-N,A4HRV4_0_apo,1008.35,
cytarabine_UHDGCWIWMRVCDJ-CCXZUQQUSA-N,A4HRV4_0_apo,100833.45,
dodecanoic_acid_POULHZVOKOAJMA-UHFFFAOYSA-N,A4HRV4_0_apo,100884.76,
oxycinchophen_XAPRFLSJBSXESP-UHFFFAOYSA-N,A4HRV4_0_apo,10090.35,
tenidap_LXIKEPCNDFVJKC-QXMHVHEDSA-N,A4HRV4_0_apo,10106.11,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,A4HRV4_0_apo,1011223.34,
cetraxate_FHRSHSOEWXUORL-HDJSIYSDSA-N,A4HRV4_0_apo,10125.42,
paromomycin_UOZODPSAJZTQNH-LSWIJEOBSA-N,A4HRV4_0_apo,10127.71,
iguratimod_ANMATWQYLIFGOK-UHFFFAOYSA-N,A4HRV4_0_apo,10130.08,
docosanoic_acid_UKMSUNONTOPOIO-UHFFFAOYSA-N,A4HRV4_0_apo,101328.90,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,A4HRV4_0_apo,1013510.61,
nedocromil_RQTOOFIXOKYGAN-UHFFFAOYSA-N,A4HRV4_0_apo,10145.68,
nifenalol_UAORFCGRZIGNCI-LLVKDONJSA-N,A4HRV4_0_apo,10148.59,
perospirone_FBVFZWUMDDXLLG-HDICACEKSA-N,A4HRV4_0_apo,1015.17,
Miltefosine_DB09031,A4HRV4_0_apo,10156.77,
vilazodone_SGEGOXDYSFKCPT-UHFFFAOYSA-N,A4HRV4_0_apo,1016.22,
gemcitabine_SDUQYLNIPVEERB-QPPQHZFASA-N,A4HRV4_0_apo,10161.25,
ulipristal_OOLLAFOLCSJHRE-ZHAKMVSLSA-N,A4HRV4_0_apo,1017.32,
sulfameter_GPTONYMQFTZPKC-UHFFFAOYSA-N,A4HRV4_0_apo,101729.18,
brotizolam_UMSGKTJDUHERQW-UHFFFAOYSA-N,A4HRV4_0_apo,1017999.36,
ioglycamic_acid_FZDZULUFHNDEDJ-UHFFFAOYSA-N,A4HRV4_0_apo,10181.69,
isosorbide_mononitrate_YWXYYJSYQOXTPL-SLPGGIOYSA-N,A4HRV4_0_apo,101874.31,
alprenolol_PAZJSJFMUHDSTF-AWEZNQCLSA-N,A4HRV4_0_apo,1019946.77,
ciclosidomine_AJPLPOWGYORUIF-UHFFFAOYSA-N,A4HRV4_0_apo,102116.60,
vorinostat_WAEXFXRVDQXREF-UHFFFAOYSA-N,A4HRV4_0_apo,1023.57,
nabilone_GECBBEABIDMGGL-MOPGFXCFSA-N,A4HRV4_0_apo,1023.62,
glymidine_QFWPJPIVLCBXFJ-UHFFFAOYSA-N,A4HRV4_0_apo,102378.34,
levopropoxyphene_XLMALTXPSGQGBX-PGRDOPGGSA-N,A4HRV4_0_apo,10245.73,
ciprofloxacin_MYSWGUAQZAJSOK-UHFFFAOYSA-N,A4HRV4_0_apo,10266.94,
aceglutamide_KSMRODHGGIIXDV-YFKPBYRVSA-N,A4HRV4_0_apo,102773.88,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,A4HRV4_0_apo,1028.30,
tertatolol_HTWFXPCUFWKXOP-CYBMUJFWSA-N,A4HRV4_0_apo,10280.25,
carmofur_AOCCBINRVIKJHY-UHFFFAOYSA-N,A4HRV4_0_apo,10285.55,
methylatropine_PIPAJLPNWZMYQA-YVSFHVDLSA-N,A4HRV4_0_apo,103.45,
febuprol_WBLXZPHICYCDGN-GFCCVEGCSA-N,A4HRV4_0_apo,10306.22,
folic_acid_OVBPIULPVIDEAO-LBPRGKRZSA-N,A4HRV4_0_apo,10319.87,
iloperidone_XMXHEBAFVSFQEX-UHFFFAOYSA-N,A4HRV4_0_apo,1032.75,
bufetolol_AKLNLVOZXMQGSI-LSDHHAIUSA-N,A4HRV4_0_apo,1033.17,
pemoline_NRNCYVBFPDDJNE-ZETCQYMHSA-N,A4HRV4_0_apo,103314.50,
micronomicin_DNYGXMICFMACRA-XHEDQWPISA-N,A4HRV4_0_apo,10332.55,
