LigandName,TargetName,BindingScore,InterfE
testosterone_cypionate_HPFVBGJFAYZEBE-ZLQWOROUSA-N,E9B1E7_0_apo,100.58,
diltiazem_HSUGRBWQSSZJOP-RTWAWAEBSA-N,E9B1E7_0_apo,10003.45,
beclamide_JPYQFYIEOUVJDU-UHFFFAOYSA-N,E9B1E7_0_apo,10006.30,
acenocoumarol_VABCILAOYCMVPS-OAHLLOKOSA-N,E9B1E7_0_apo,10008.77,
ibufenac_CYWFCPPBTWOZSF-UHFFFAOYSA-N,E9B1E7_0_apo,100127.15,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,E9B1E7_0_apo,1002.85,
alacepril_FHHHOYXPRDYHEZ-COXVUDFISA-N,E9B1E7_0_apo,10021.14,
hexcarbacholine_MBWXZXUOKTXXBU-UHFFFAOYSA-P,E9B1E7_0_apo,10024.69,
diflunisal_HUPFGZXOMWLGNK-UHFFFAOYSA-N,E9B1E7_0_apo,1003.54,
fosnetupitant_HZIYEEMJNBKMJH-UHFFFAOYSA-O,E9B1E7_0_apo,1003.65,
reboxetine_CBQGYUDMJHNJBX-RTBURBONSA-N,E9B1E7_0_apo,10034.22,
enfenamic_acid_HLNLBEFKHHCAMV-UHFFFAOYSA-N,E9B1E7_0_apo,10045.26,
xylose_SRBFZHDQGSBBOR-LECHCGJUSA-N,E9B1E7_0_apo,100487.14,
benzquercin_CSQNIJRRXIHHAY-UHFFFAOYSA-N,E9B1E7_0_apo,10061.43,
bufeniode_RFIXURDMUINBMD-VBHSOAQHSA-N,E9B1E7_0_apo,10069.79,
anazolene_QFVHZQCOUORWEI-ZQHSETAFSA-N,E9B1E7_0_apo,1007.14,
tafenoquine_LBHLFPGPEGDCJG-HNNXBMFYSA-N,E9B1E7_0_apo,1007.58,
mequinol_NWVVVBRKAWDGAB-UHFFFAOYSA-N,E9B1E7_0_apo,100775.69,
dimefline_ZXFQRFXLFWWKLX-UHFFFAOYSA-N,E9B1E7_0_apo,1013.61,
beclometasone_dipropionate_KUVIULQEHSCUHY-XYWKZLDCSA-N,E9B1E7_0_apo,1013.81,
mivacurium_ILVYCEVXHALBSC-GZICNWBJSA-N,E9B1E7_0_apo,10131.56,
mecillinam_BWWVAEOLVKTZFQ-ISVUSNJMSA-N,E9B1E7_0_apo,10136.54,
troglitazone_GXPHKUHSUJUWKP-YADARESESA-N,E9B1E7_0_apo,10148.28,
droxicam_OEHFRZLKGRKFAS-UHFFFAOYSA-N,E9B1E7_0_apo,1015.82,
primaquine_INDBQLZJXZLFIT-NSHDSACASA-N,E9B1E7_0_apo,10154.31,
bendazac_BYFMCKSPFYVMOU-UHFFFAOYSA-N,E9B1E7_0_apo,101585.28,
hydrocortisone_butyrate_BMCQMVFGOVHVNG-TUFAYURCSA-N,E9B1E7_0_apo,1016.70,
etimicin_NZGMVSJQULXLHF-QOGHJSHSSA-N,E9B1E7_0_apo,10167.99,
fimasartan_AMEROGPZOLAFBN-UHFFFAOYSA-N,E9B1E7_0_apo,1017.57,
fabomotizole_WWNUCVSRRUDYPP-UHFFFAOYSA-N,E9B1E7_0_apo,10197.18,
homatropine_ZTVIKZXZYLEVOL-CBBWQLFWSA-N,E9B1E7_0_apo,1019904.48,
peramivir_XRQDFNLINLXZLB-CKIKVBCHSA-N,E9B1E7_0_apo,1020128.36,
dichloroacetic_acid_JXTHNDFMNIQAHM-UHFFFAOYSA-N,E9B1E7_0_apo,102177.83,
azintamide_SSLKKMZJCJBOML-UHFFFAOYSA-N,E9B1E7_0_apo,102204.53,
liranaftate_VPHPQNGOVQYUMG-UHFFFAOYSA-N,E9B1E7_0_apo,10222.75,
UREA_C_14_XSQUKJJJFZCRTK-NJFSPNSNSA-N,E9B1E7_0_apo,102224.49,
quinestradol_ODYKCPYPRCJXLY-PZORDLPLSA-N,E9B1E7_0_apo,1023.66,
teriparatide_OGBMKVWORPGQRR-UMXFMPSGSA-N,E9B1E7_0_apo,102370.90,
losartan_PSIFNNKUMBGKDQ-UHFFFAOYSA-N,E9B1E7_0_apo,1024.78,
etodroxizine_VUFOCTSXHUWGPW-QHCPKHFHSA-N,E9B1E7_0_apo,102502.20,
aldosterone_PQSUYGKTWSAVDQ-ZVIOFETBSA-N,E9B1E7_0_apo,10251.35,
delmopinol_QSFOWAYMMZCQNF-INIZCTEOSA-N,E9B1E7_0_apo,10256.09,
tirilazad_RBKASMJPSJDQKY-RBFSKHHSSA-N,E9B1E7_0_apo,1026.45,
Padimate_A_OFSAUHSCHWRZKM-UHFFFAOYSA-N,E9B1E7_0_apo,10260.02,
vintafolide_KUZYSQSABONDME-QRLOMCMNSA-N,E9B1E7_0_apo,1027.48,
flumedroxone_CDZJOBWKHSYNMO-SCUQKFFVSA-N,E9B1E7_0_apo,1027.51,
norgesterone_YPVUHOBTCWJYNQ-SLHNCBLASA-N,E9B1E7_0_apo,1029.84,
brotizolam_UMSGKTJDUHERQW-UHFFFAOYSA-N,E9B1E7_0_apo,1029597.41,
arbutin_BJRNKVDFDLYUGJ-RMPHRYRLSA-N,E9B1E7_0_apo,102971.26,
dexamethasone_UREBDLICKHMUKA-CXSFZGCWSA-N,E9B1E7_0_apo,103.31,
clidanac_OIRAEJWYWSAQNG-GFCCVEGCSA-N,E9B1E7_0_apo,1030.18,
isoflupredone_acetate_ZOCUOMKMBMEYQV-GSLJADNHSA-N,E9B1E7_0_apo,1030.38,
zinostatin_QZGIWPZCWHMVQL-UIYAJPBUSA-N,E9B1E7_0_apo,1030.59,
coumarin_ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,E9B1E7_0_apo,103080.84,
chromic_chloride_QSWDMMVNRMROPK-UHFFFAOYSA-K,E9B1E7_0_apo,103118.72,
alprenolol_PAZJSJFMUHDSTF-AWEZNQCLSA-N,E9B1E7_0_apo,1031244.86,
fenticlor_ANUSOIHIIPAHJV-UHFFFAOYSA-N,E9B1E7_0_apo,10314.70,
triparanol_SYHDSBBKRLVLFF-MHZLTWQESA-N,E9B1E7_0_apo,10315.83,
cefminox_JSDXOWVAHXDYCU-VXSYNFHWSA-N,E9B1E7_0_apo,10318.06,
butoctamide_WTBQLHRVRKXSPX-QWRGUYRKSA-N,E9B1E7_0_apo,10320.16,
xibornol_RNRHMQWZFJXKLZ-XUWXXGDYSA-N,E9B1E7_0_apo,1033.50,
xyloylsulfamine_LFAXYIHYMGEIHW-UHFFFAOYSA-N,E9B1E7_0_apo,1034.37,
cyclopenthiazide_BKYKPTRYDKTTJY-ZDUSSCGKSA-N,E9B1E7_0_apo,10340.97,
chloroxine_WDFKMLRRRCGAKS-UHFFFAOYSA-N,E9B1E7_0_apo,10351.52,
cefathiamidine_JYXACOFERDBGGQ-RHSMWYFYSA-N,E9B1E7_0_apo,1036.54,
carpronium_XQSLKIBWQSTAGK-UHFFFAOYSA-N,E9B1E7_0_apo,10366.77,
bendazol_YTLQFZVCLXFFRK-UHFFFAOYSA-N,E9B1E7_0_apo,10376.27,
cinametic_acid_YNUMZJCKFQVSRH-HWKANZROSA-N,E9B1E7_0_apo,103761.42,
saxagliptin_QGJUIPDUBHWZPV-YQBUGCKMSA-N,E9B1E7_0_apo,1038.58,
triclabendazole_NQPDXQQQCQDHHW-UHFFFAOYSA-N,E9B1E7_0_apo,1039.91,
desoxycorticosterone_pivalate_VVOIQBFMTVCINR-WWMZEODYSA-N,E9B1E7_0_apo,10390.89,
prednival_BOFKYYWJAOZDPB-FZNHGJLXSA-N,E9B1E7_0_apo,1040.88,
fominoben_KSNNEUZOAFRTDS-UHFFFAOYSA-N,E9B1E7_0_apo,104163.12,
guaiazulen_FWKQNCXZGNBPFD-UHFFFAOYSA-N,E9B1E7_0_apo,10423.82,
fondaparinux_KANJSNBRCNMZMV-ABRZTLGGSA-N,E9B1E7_0_apo,10432.46,
trovafloxacin_WVPSKSLAZQPAKQ-CDMJZVDBSA-N,E9B1E7_0_apo,10435.57,
tenonitrozole_ZLOXYEZYWCTXHU-UHFFFAOYSA-N,E9B1E7_0_apo,10438.12,
menthyl_salicylate_SJOXEWUZWQYCGL-DVOMOZLQSA-N,E9B1E7_0_apo,10439.50,
dihydroemetine_XXLZPUYGHQWHRN-RPBOFIJWSA-N,E9B1E7_0_apo,10439.84,
parecoxib_TZRHLKRLEZJVIJ-UHFFFAOYSA-N,E9B1E7_0_apo,1044.41,
silicon_dioxide_VYPSYNLAJGMNEJ-UHFFFAOYSA-N,E9B1E7_0_apo,104401.36,
flumazenil_OFBIFZUFASYYRE-UHFFFAOYSA-N,E9B1E7_0_apo,10469.62,
plazomicin_IYDYFVUFSPQPPV-PEXOCOHZSA-N,E9B1E7_0_apo,10478.90,
prednisolone_succinate_APGDTXUMTIZLCJ-CGVGKPPMSA-N,E9B1E7_0_apo,1048.01,
brimonidine_XYLJNLCSTIOKRM-UHFFFAOYSA-N,E9B1E7_0_apo,10485.73,
calcitonin_(salmon_synthetic)_BBBFJLBPOGFECG-VJVYQDLKSA-N,E9B1E7_0_apo,10485.87,
xantinol_DSFGXPJYDCSWTA-VIFPVBQESA-N,E9B1E7_0_apo,10488.51,
erythromycin_acistrate_CVBHEIRZLPKMSH-SNWVVRALSA-N,E9B1E7_0_apo,1049.16,
eterobarb_DACOQFZGGLCXMA-UHFFFAOYSA-N,E9B1E7_0_apo,10492.22,
metrizamide_BAQCROVBDNBEEB-KSDLJXBFSA-N,E9B1E7_0_apo,10496.40,
trospectomycin_KHAUBYTYGDOYRU-IRXASZMISA-N,E9B1E7_0_apo,104973.66,
