Ligand-Name,Target-Name,Binding-Score,InterfE
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A504Y273.0.apo,142868.57,
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A504Y273.0.apo,145597.42,
tyrosine_OUYCCCASQSFEME-QMMMGPOBSA-N,A0A504Y273.0.apo,146012.41,
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A0A504Y273.0.apo,151585.6,
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A504Y273.0.apo,157140.24,
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A0A504Y273.0.apo,158106.86,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A504Y273.0.apo,158439.74,
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A504Y273.0.apo,160120.35,
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,A0A504Y273.0.apo,162582.24,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A504Y273.0.apo,163599.93,
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,A0A504Y273.0.apo,166136.99,
arsenic_trioxide_IKWTVSLWAPBBKU-UHFFFAOYSA-N,A0A504Y273.0.apo,169351.08,
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,A0A504Y273.0.apo,169954.4,
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A504Y273.0.apo,174597.86,
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A504Y273.0.apo,176047.39,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A504Y273.0.apo,180761.01,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A504Y273.0.apo,181091.51,
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A504Y273.0.apo,181813.92,
foscarnet_ZJAOAACCNHFJAH-UHFFFAOYSA-N,A0A504Y273.0.apo,184133.16,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A504Y273.0.apo,185902.48,
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A504Y273.0.apo,192133.22,
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A504Y273.0.apo,193369.97,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,A0A504Y273.0.apo,193707.13,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A504Y273.0.apo,195898.44,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A504Y273.0.apo,196427.57,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A504Y273.0.apo,198540.43,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A504Y273.0.apo,209251.05,
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A504Y273.0.apo,217346.65,
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A504Y273.0.apo,220712.13,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,A0A504Y273.0.apo,222134.74,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A504Y273.0.apo,228712.27,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A504Y273.0.apo,242161.07,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A504Y273.0.apo,242834.99,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,A0A504Y273.0.apo,272654.08,
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A504Y273.0.apo,277016.42,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A504Y273.0.apo,293713.69,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A504Y273.0.apo,303901.49,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,A0A504Y273.0.apo,315223.21,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A504Y273.0.apo,326450.94,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A504Y273.0.apo,331831.89,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,A0A504Y273.0.apo,335677.06,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A504Y273.0.apo,339991.04,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A504Y273.0.apo,349797.3,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A504Y273.0.apo,374242.47,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,A0A504Y273.0.apo,412387.33,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,A0A504Y273.0.apo,444755.52,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A504Y273.0.apo,492491.7,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A504Y273.0.apo,513217.9,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A504Y273.0.apo,666664.35,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A504Y273.0.apo,1105533.85,
