Ligand-Name,Target-Name,Binding-Score,InterfE
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,196934.42,-5.3
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A0A5K1VTV6.0.apo,201468.55,-5.8
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A5K1VTV6.0.apo,204890.42,-6.1
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,206034.47,-5.6
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,206241.88,-4.1
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,207436.77,-7.0
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,210748.5,-7.5
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,213166.31,-3.7
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,215886.31,-3.2
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A0A5K1VTV6.0.apo,220169.67,-4.5
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A5K1VTV6.0.apo,222588.39,-6.6
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A0A5K1VTV6.0.apo,226897.99,-6.6
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,A0A5K1VTV6.0.apo,229900.37,-5.5
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A5K1VTV6.0.apo,230208.55,-5.4
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A5K1VTV6.0.apo,240948.96,-5.3
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,246266.96,-5.4
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,246728.88,-7.1
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A5K1VTV6.0.apo,248820.44,-5.7
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A5K1VTV6.0.apo,258590.57,-5.2
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,A0A5K1VTV6.0.apo,260704.8,-6.6
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,266811.4,-7.7
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A5K1VTV6.0.apo,280737.63,-5.8
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A5K1VTV6.0.apo,282265.11,-5.2
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,284653.02,-4.1
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A5K1VTV6.0.apo,290838.61,-5.9
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,303740.43,-4.9
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A5K1VTV6.0.apo,303872.85,-5.4
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A5K1VTV6.0.apo,315463.27,-5.6
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A5K1VTV6.0.apo,316174.78,-4.8
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A5K1VTV6.0.apo,325480.68,-3.9
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A5K1VTV6.0.apo,347146.45,-4.8
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A5K1VTV6.0.apo,348944.33,-5.3
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A5K1VTV6.0.apo,349813.78,-5.4
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A5K1VTV6.0.apo,351096.47,-9.0
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A5K1VTV6.0.apo,366309.92,-6.3
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,375521.64,-6.2
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A5K1VTV6.0.apo,402947.26,-5.9
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A5K1VTV6.0.apo,434412.94,-4.5
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,505691.35,-5.9
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A5K1VTV6.0.apo,563761.95,-7.5
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A5K1VTV6.0.apo,685234.25,-7.5
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A5K1VTV6.0.apo,735000.18,-6.1
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A5K1VTV6.0.apo,813796.06,-5.3
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A5K1VTV6.0.apo,1304818.9,-5.6
