Ligand-Name,Target-Name,Binding-Score,InterfE
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A4HU48.0.apo,94302.35,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A4HU48.0.apo,95611.47,
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A4HU48.0.apo,97823.13,
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,A4HU48.0.apo,97945.8,
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,A4HU48.0.apo,98416.71,
eprozinol_QSRHLIUOSXVKTG-YADHBBJMSA-N,A4HU48.0.apo,98833.34,
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,A4HU48.0.apo,98882.15,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A4HU48.0.apo,99001.43,
teriparatide_OGBMKVWORPGQRR-UMXFMPSGSA-N,A4HU48.0.apo,99344.05,
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,A4HU48.0.apo,100071.86,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A4HU48.0.apo,103352.86,
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,A4HU48.0.apo,103410.57,
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A4HU48.0.apo,103482.35,
triclofos_YYQRGCZGSFRBAM-UHFFFAOYSA-N,A4HU48.0.apo,103552.85,
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A4HU48.0.apo,103988.32,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A4HU48.0.apo,104868.27,
bendamustine_YTKUWDBFDASYHO-UHFFFAOYSA-N,A4HU48.0.apo,106291.47,
clobenztropine_OCAXFDULERPAJM-BQJUDKOJSA-N,A4HU48.0.apo,109158.31,
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,A4HU48.0.apo,109624.62,
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,A4HU48.0.apo,110065.91,
teduglutide_CILIXQOJUNDIDU-ASQIGDHWSA-N,A4HU48.0.apo,111176.66,
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,A4HU48.0.apo,113474.84,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A4HU48.0.apo,115255.36,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A4HU48.0.apo,115702.46,
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A4HU48.0.apo,120921.61,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A4HU48.0.apo,122765.64,
glucagon_MASNOZXLGMXCHN-ZLPAWPGGSA-N,A4HU48.0.apo,123218.8,
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,A4HU48.0.apo,123338.83,
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,A4HU48.0.apo,125615.78,
alsactide_DIDCGVRALANKIU-OTEFFYEFSA-N,A4HU48.0.apo,131939.78,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A4HU48.0.apo,134645.16,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A4HU48.0.apo,146651.76,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A4HU48.0.apo,148128.77,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A4HU48.0.apo,149229.09,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A4HU48.0.apo,185758.67,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A4HU48.0.apo,190018.26,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A4HU48.0.apo,202196.85,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A4HU48.0.apo,211791.29,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A4HU48.0.apo,268084.61,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,A4HU48.0.apo,269403.28,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A4HU48.0.apo,272751.28,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A4HU48.0.apo,303528.76,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,A4HU48.0.apo,304643.45,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,A4HU48.0.apo,324705.14,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A4HU48.0.apo,330412.35,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,A4HU48.0.apo,395396.07,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A4HU48.0.apo,409503.76,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,A4HU48.0.apo,426177.23,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A4HU48.0.apo,590700.15,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A4HU48.0.apo,751339.36,
