Ligand-Name,Target-Name,Binding-Score,InterfE
chromocarb_RVMGXWBCQGAWBR-UHFFFAOYSA-N,A4H3L0.0.apo,137523.75,-7.3
thiamazole_PMRYVIKBURPHAH-UHFFFAOYSA-N,A4H3L0.0.apo,137540.01,-4.0
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A4H3L0.0.apo,137825.83,-5.9
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,A4H3L0.0.apo,138750.36,-5.7
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A4H3L0.0.apo,141125.84,-6.8
mercaptopurine_GLVAUDGFNGKCSF-UHFFFAOYSA-N,A4H3L0.0.apo,148221.61,-5.2
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A4H3L0.0.apo,151565.57,-3.6
flucytosine_XRECTZIEBJDKEO-UHFFFAOYSA-N,A4H3L0.0.apo,157844.25,-5.1
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A4H3L0.0.apo,159807.99,-5.4
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A4H3L0.0.apo,161271.75,-5.8
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A4H3L0.0.apo,163574.23,-5.9
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A4H3L0.0.apo,164630.17,-4.6
ifosfamide_HOMGKSMUEGBAAB-CQSZACIVSA-N,A4H3L0.0.apo,172891.78,-5.3
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A4H3L0.0.apo,180889.56,-6.3
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,A4H3L0.0.apo,182161.89,-4.7
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A4H3L0.0.apo,188320.67,-3.8
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A4H3L0.0.apo,201080.83,-4.9
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A4H3L0.0.apo,204217.1,-5.4
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A4H3L0.0.apo,204703.78,-5.1
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A4H3L0.0.apo,215195.21,-4.5
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A4H3L0.0.apo,244395.41,-7.5
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A4H3L0.0.apo,248971.47,-5.7
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A4H3L0.0.apo,252902.25,-5.0
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A4H3L0.0.apo,255827.03,-6.0
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A4H3L0.0.apo,260583.1,-5.1
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A4H3L0.0.apo,266492.55,-5.1
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A4H3L0.0.apo,275734.2,-7.3
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A4H3L0.0.apo,288811.54,-6.3
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A4H3L0.0.apo,293330.55,-5.9
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A4H3L0.0.apo,294951.3,-6.0
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A4H3L0.0.apo,307639.51,-5.1
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A4H3L0.0.apo,310541.36,-9.0
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A4H3L0.0.apo,314185.21,-4.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A4H3L0.0.apo,326523.36,-4.6
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A4H3L0.0.apo,370435.68,-4.7
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A4H3L0.0.apo,376183.76,-5.8
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A4H3L0.0.apo,394053.5,-3.7
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A4H3L0.0.apo,400033.95,-8.0
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A4H3L0.0.apo,449358.5,-6.4
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A4H3L0.0.apo,467475.12,-6.1
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A4H3L0.0.apo,585447.11,-5.6
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A4H3L0.0.apo,1065925.47,-5.8
