Ligand-Name,Target-Name,Binding-Score,InterfE
glucuronamide_VOIFKEWOFUNPBN-QIUUJYRFSA-N,A0A3S7WRS7.0.apo,101096.3,
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,101431.05,
nicotinyl_methylamide_ZYVXHFWBYUDDBM-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,105509.12,
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,106404.19,
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,106629.59,
fosfosal_FFKUDWZICMJVPA-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,109147.1,
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,A0A3S7WRS7.0.apo,111931.66,
propanol_BDERNNFJNOPAEC-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,114609.0,
clobuzarit_UGOFYAXVVVXMQT-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,116077.52,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,117205.39,
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,A0A3S7WRS7.0.apo,119947.87,
cynarine_YDDUMTOHNYZQPO-RVXRWRFUSA-N,A0A3S7WRS7.0.apo,120101.31,
allantoin_POJWUDADGALRAB-SFOWXEAESA-N,A0A3S7WRS7.0.apo,122406.13,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,123257.77,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A3S7WRS7.0.apo,124109.19,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A3S7WRS7.0.apo,125579.83,
ricinoleic_acid_WBHHMMIMDMUBKC-QJWNTBNXSA-N,A0A3S7WRS7.0.apo,127514.82,
chlorprothixene_WSPOMRSOLSGNFJ-AUWJEWJLSA-N,A0A3S7WRS7.0.apo,132282.44,
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,132474.27,
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,A0A3S7WRS7.0.apo,132927.27,
tetraethylphthalamide_OPTBBAGXQYOFTL-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,133874.45,
dosulepin_PHTUQLWOUWZIMZ-GZTJUZNOSA-N,A0A3S7WRS7.0.apo,138604.83,
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,140293.78,
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,A0A3S7WRS7.0.apo,142920.35,
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,A0A3S7WRS7.0.apo,143636.74,
