Ligand-Name,Target-Name,Binding-Score,InterfE
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,A0A5K1UBW9.0.apo,238890.57,-5.4
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,241079.54,-6.3
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,242777.34,-7.9
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,243902.41,-5.0
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A5K1UBW9.0.apo,247411.43,-6.0
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,251480.14,-7.3
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A5K1UBW9.0.apo,251889.47,-7.6
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,252192.25,-6.4
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,259300.23,-3.9
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,264426.15,-5.5
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,265971.81,-7.8
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A0A5K1UBW9.0.apo,270884.1,-4.8
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A5K1UBW9.0.apo,272572.18,-6.2
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A5K1UBW9.0.apo,273902.62,-5.6
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A0A5K1UBW9.0.apo,273977.98,-5.1
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A5K1UBW9.0.apo,278459.1,-5.9
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A0A5K1UBW9.0.apo,281999.07,-7.3
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A5K1UBW9.0.apo,289983.74,-5.2
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,290231.18,-4.1
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,291224.51,-3.4
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A5K1UBW9.0.apo,316129.55,-5.3
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,323427.53,-4.0
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A5K1UBW9.0.apo,339727.21,-5.6
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A5K1UBW9.0.apo,344983.63,-4.4
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A5K1UBW9.0.apo,355508.97,-4.7
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,358922.19,-5.0
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A5K1UBW9.0.apo,360650.92,-7.3
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A5K1UBW9.0.apo,374952.26,-4.6
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A5K1UBW9.0.apo,376673.84,-4.8
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A5K1UBW9.0.apo,390620.28,-5.5
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A5K1UBW9.0.apo,394386.13,-5.5
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A5K1UBW9.0.apo,413806.39,-3.6
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A5K1UBW9.0.apo,420151.07,-4.6
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A5K1UBW9.0.apo,420565.59,-4.2
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A5K1UBW9.0.apo,438272.63,-7.9
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A5K1UBW9.0.apo,441542.82,-5.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A5K1UBW9.0.apo,511241.65,-4.7
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,616322.27,-5.8
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A5K1UBW9.0.apo,747417.18,-5.8
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A5K1UBW9.0.apo,776221.81,-7.6
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A5K1UBW9.0.apo,973140.81,-5.8
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A5K1UBW9.0.apo,1563680.34,-5.5
