Ligand-Name,Target-Name,Binding-Score,InterfE
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A0A504X194.0.apo,94302.35,-5.4
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A504X194.0.apo,95611.47,-5.7
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A0A504X194.0.apo,97823.13,-5.8
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,A0A504X194.0.apo,97945.8,-4.3
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,A0A504X194.0.apo,98416.71,-7.5
eprozinol_QSRHLIUOSXVKTG-YADHBBJMSA-N,A0A504X194.0.apo,98833.34,-7.3
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,A0A504X194.0.apo,98882.15,-4.9
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A504X194.0.apo,99001.43,-4.9
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,A0A504X194.0.apo,100071.86,-5.3
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A504X194.0.apo,103352.86,-7.4
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,A0A504X194.0.apo,103410.57,-4.1
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A0A504X194.0.apo,103482.35,-5.3
triclofos_YYQRGCZGSFRBAM-UHFFFAOYSA-N,A0A504X194.0.apo,103552.85,-4.7
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A0A504X194.0.apo,103988.32,-6.5
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A504X194.0.apo,104868.27,-5.6
bendamustine_YTKUWDBFDASYHO-UHFFFAOYSA-N,A0A504X194.0.apo,106291.47,-6.2
clobenztropine_OCAXFDULERPAJM-BQJUDKOJSA-N,A0A504X194.0.apo,109158.31,-7.9
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,A0A504X194.0.apo,109624.62,-5.3
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,A0A504X194.0.apo,110065.91,-6.1
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,A0A504X194.0.apo,113474.84,-6.0
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A504X194.0.apo,115255.36,-3.8
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A504X194.0.apo,115702.46,-5.2
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A504X194.0.apo,120921.61,-4.7
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A504X194.0.apo,122765.64,-5.0
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,A0A504X194.0.apo,123338.83,-5.2
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,A0A504X194.0.apo,125615.78,-8.2
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A504X194.0.apo,134645.16,-4.9
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A504X194.0.apo,146651.76,-5.4
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A504X194.0.apo,148128.77,-4.6
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A504X194.0.apo,149229.09,-6.4
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A504X194.0.apo,185758.67,-5.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A504X194.0.apo,190018.26,-4.8
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A504X194.0.apo,202196.85,-5.4
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A504X194.0.apo,211791.29,-8.2
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A504X194.0.apo,268084.61,-5.9
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A504X194.0.apo,272751.28,-6.7
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A504X194.0.apo,303528.76,-6.2
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A504X194.0.apo,330412.35,-8.4
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A504X194.0.apo,409503.76,-5.7
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A504X194.0.apo,590700.15,-5.3
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A504X194.0.apo,751339.36,-5.3
