Ligand-Name,Target-Name,Binding-Score,InterfE
chloral_hydrate_RNFNDJAIBTYOQL-UHFFFAOYSA-N,A0A640KH14.0.apo,121802.13,-4.4
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,A0A640KH14.0.apo,122161.33,-6.0
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A640KH14.0.apo,122188.59,-5.6
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A0A640KH14.0.apo,122355.02,-5.0
solriamfetol_UCTRAOBQFUDCSR-SECBINFHSA-N,A0A640KH14.0.apo,122584.17,-5.7
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A640KH14.0.apo,124771.15,-5.5
clobenztropine_OCAXFDULERPAJM-BQJUDKOJSA-N,A0A640KH14.0.apo,127562.21,-6.8
tyrosine_OUYCCCASQSFEME-QMMMGPOBSA-N,A0A640KH14.0.apo,128082.46,-6.0
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A640KH14.0.apo,128378.38,-5.6
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,A0A640KH14.0.apo,130921.64,-5.1
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A640KH14.0.apo,132477.11,-4.5
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,A0A640KH14.0.apo,133764.46,-4.5
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,A0A640KH14.0.apo,135763.28,-6.0
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,A0A640KH14.0.apo,136937.89,-7.8
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A640KH14.0.apo,138762.1,-5.8
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A0A640KH14.0.apo,141178.89,-5.8
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A640KH14.0.apo,143313.08,-3.6
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A640KH14.0.apo,144156.75,-4.6
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,A0A640KH14.0.apo,145489.86,-5.6
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A640KH14.0.apo,145905.89,-5.1
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A640KH14.0.apo,146150.14,-5.2
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,A0A640KH14.0.apo,146339.31,-6.4
foscarnet_ZJAOAACCNHFJAH-UHFFFAOYSA-N,A0A640KH14.0.apo,160653.66,-4.5
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,A0A640KH14.0.apo,161872.28,-6.0
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A640KH14.0.apo,163816.66,-7.2
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A0A640KH14.0.apo,167218.85,-5.3
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A640KH14.0.apo,175354.42,-6.7
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A0A640KH14.0.apo,178390.96,-5.1
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A640KH14.0.apo,180895.12,-4.0
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A640KH14.0.apo,183870.19,-4.3
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A640KH14.0.apo,185281.02,-6.3
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A640KH14.0.apo,237716.17,-5.3
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A640KH14.0.apo,254916.14,-5.3
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A640KH14.0.apo,260636.34,-5.4
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A640KH14.0.apo,266269.24,-5.4
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A640KH14.0.apo,283059.42,-5.5
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A640KH14.0.apo,306475.86,-7.0
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A640KH14.0.apo,346505.39,-7.9
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A640KH14.0.apo,362760.1,-7.1
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A640KH14.0.apo,459806.52,-5.9
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A640KH14.0.apo,740000.41,-5.8
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A640KH14.0.apo,905146.7,-5.9
