Ligand-Name,Target-Name,Binding-Score,InterfE
glucuronamide_VOIFKEWOFUNPBN-QIUUJYRFSA-N,C5MLW7.0.apo,101096.3,
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,C5MLW7.0.apo,101431.05,
nicotinyl_methylamide_ZYVXHFWBYUDDBM-UHFFFAOYSA-N,C5MLW7.0.apo,105509.12,
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,C5MLW7.0.apo,106404.19,
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,C5MLW7.0.apo,106629.59,
fosfosal_FFKUDWZICMJVPA-UHFFFAOYSA-N,C5MLW7.0.apo,109147.1,
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,C5MLW7.0.apo,111931.66,
propanol_BDERNNFJNOPAEC-UHFFFAOYSA-N,C5MLW7.0.apo,114609.0,
clobuzarit_UGOFYAXVVVXMQT-UHFFFAOYSA-N,C5MLW7.0.apo,116077.52,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,C5MLW7.0.apo,117205.39,
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,C5MLW7.0.apo,119947.87,
cynarine_YDDUMTOHNYZQPO-RVXRWRFUSA-N,C5MLW7.0.apo,120101.31,
allantoin_POJWUDADGALRAB-SFOWXEAESA-N,C5MLW7.0.apo,122406.13,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,C5MLW7.0.apo,123257.77,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,C5MLW7.0.apo,124109.19,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,C5MLW7.0.apo,125579.83,
ricinoleic_acid_WBHHMMIMDMUBKC-QJWNTBNXSA-N,C5MLW7.0.apo,127514.82,
chlorprothixene_WSPOMRSOLSGNFJ-AUWJEWJLSA-N,C5MLW7.0.apo,132282.44,
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,C5MLW7.0.apo,132474.27,
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,C5MLW7.0.apo,132927.27,
tetraethylphthalamide_OPTBBAGXQYOFTL-UHFFFAOYSA-N,C5MLW7.0.apo,133874.45,
dosulepin_PHTUQLWOUWZIMZ-GZTJUZNOSA-N,C5MLW7.0.apo,138604.83,
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,C5MLW7.0.apo,140293.78,
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,C5MLW7.0.apo,142920.35,
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,C5MLW7.0.apo,143636.74,
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,C5MLW7.0.apo,149252.65,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,C5MLW7.0.apo,157353.67,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,C5MLW7.0.apo,158863.08,
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C5MLW7.0.apo,163954.98,
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,C5MLW7.0.apo,168122.18,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,C5MLW7.0.apo,181398.25,
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,C5MLW7.0.apo,187338.37,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,C5MLW7.0.apo,192754.39,
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,C5MLW7.0.apo,197518.23,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,C5MLW7.0.apo,198557.56,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,C5MLW7.0.apo,202419.66,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,C5MLW7.0.apo,202519.34,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,C5MLW7.0.apo,226081.38,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,C5MLW7.0.apo,230340.65,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,C5MLW7.0.apo,248519.31,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,C5MLW7.0.apo,254203.99,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,C5MLW7.0.apo,286248.26,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,C5MLW7.0.apo,289706.46,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,C5MLW7.0.apo,295400.34,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,C5MLW7.0.apo,305213.22,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,C5MLW7.0.apo,326420.37,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,C5MLW7.0.apo,421047.59,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,C5MLW7.0.apo,459741.31,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,C5MLW7.0.apo,721424.2,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,C5MLW7.0.apo,751357.53,
