Ligand-Name,Target-Name,Binding-Score,InterfE
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,E9BPV5.0.apo,149234.62,-5.3
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9BPV5.0.apo,152245.43,-5.8
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9BPV5.0.apo,152333.78,-6.5
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,E9BPV5.0.apo,152695.6,-6.7
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9BPV5.0.apo,155007.1,-5.2
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9BPV5.0.apo,163486.46,-5.6
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9BPV5.0.apo,164172.34,-5.8
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9BPV5.0.apo,166019.07,-6.4
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9BPV5.0.apo,170923.66,-7.0
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9BPV5.0.apo,171054.82,-7.3
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9BPV5.0.apo,171673.99,-7.4
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9BPV5.0.apo,174719.04,-6.1
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9BPV5.0.apo,177821.42,-4.1
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9BPV5.0.apo,178023.6,-5.9
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9BPV5.0.apo,178844.03,-8.6
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,E9BPV5.0.apo,179489.74,-10.0
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,E9BPV5.0.apo,181782.96,-5.7
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9BPV5.0.apo,184281.48,-6.5
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9BPV5.0.apo,196040.31,-7.6
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9BPV5.0.apo,199617.27,-4.8
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9BPV5.0.apo,200320.36,-4.4
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9BPV5.0.apo,201260.13,-5.2
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9BPV5.0.apo,204969.37,-4.9
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9BPV5.0.apo,207159.68,-6.9
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9BPV5.0.apo,211756.51,-7.1
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9BPV5.0.apo,212911.71,-6.8
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9BPV5.0.apo,214344.3,-5.6
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9BPV5.0.apo,215349.26,-5.1
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9BPV5.0.apo,230746.14,-4.0
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9BPV5.0.apo,265253.39,-6.6
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9BPV5.0.apo,275362.39,-6.2
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9BPV5.0.apo,280416.92,-5.5
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9BPV5.0.apo,295991.51,-7.2
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9BPV5.0.apo,299456.9,-6.0
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9BPV5.0.apo,305387.48,-6.8
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9BPV5.0.apo,321014.23,-7.8
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9BPV5.0.apo,349227.19,-9.7
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9BPV5.0.apo,381869.02,-6.0
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9BPV5.0.apo,536962.22,-10.0
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9BPV5.0.apo,536990.75,-6.5
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9BPV5.0.apo,770664.25,-6.6
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9BPV5.0.apo,991312.27,-5.8
