Ligand-Name,Target-Name,Binding-Score,InterfE
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9ANE0.0.apo,143347.73,-5.9
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9ANE0.0.apo,143774.18,-6.6
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,E9ANE0.0.apo,145624.63,-7.8
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9ANE0.0.apo,146684.29,-4.7
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,E9ANE0.0.apo,148639.17,-5.2
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9ANE0.0.apo,153162.78,-7.5
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,E9ANE0.0.apo,154719.15,-6.3
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9ANE0.0.apo,155283.04,-5.3
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9ANE0.0.apo,155647.8,-4.6
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9ANE0.0.apo,156527.39,-3.8
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9ANE0.0.apo,158006.82,-5.3
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9ANE0.0.apo,161729.08,-5.0
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9ANE0.0.apo,161938.9,-4.6
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9ANE0.0.apo,162148.71,-7.7
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9ANE0.0.apo,162400.35,-3.7
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9ANE0.0.apo,166450.94,-6.6
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9ANE0.0.apo,168020.97,-4.0
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9ANE0.0.apo,170168.87,-6.4
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9ANE0.0.apo,177993.27,-5.9
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9ANE0.0.apo,181739.3,-5.7
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9ANE0.0.apo,185639.36,-6.2
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9ANE0.0.apo,198070.44,-5.7
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9ANE0.0.apo,198661.3,-5.2
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9ANE0.0.apo,199393.61,-4.0
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9ANE0.0.apo,204969.23,-7.4
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9ANE0.0.apo,223517.92,-5.1
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9ANE0.0.apo,225829.73,-5.0
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9ANE0.0.apo,226058.21,-4.5
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9ANE0.0.apo,236097.59,-5.9
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9ANE0.0.apo,245396.91,-4.6
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9ANE0.0.apo,247168.18,-5.0
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9ANE0.0.apo,275283.12,-5.3
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9ANE0.0.apo,282158.71,-6.6
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9ANE0.0.apo,287432.72,-5.1
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9ANE0.0.apo,326779.21,-4.2
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9ANE0.0.apo,330357.26,-8.5
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9ANE0.0.apo,330457.65,-6.4
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9ANE0.0.apo,351592.29,-5.9
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9ANE0.0.apo,379283.59,-5.0
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9ANE0.0.apo,386681.06,-7.3
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9ANE0.0.apo,487983.32,-7.9
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9ANE0.0.apo,549443.57,-6.2
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9ANE0.0.apo,768343.34,-6.1
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9ANE0.0.apo,1122780.77,-5.8
