Ligand-Name,Target-Name,Binding-Score,InterfE
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9AE57.0.apo,166110.43,-8.3
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9AE57.0.apo,169081.07,-7.5
chromocarb_RVMGXWBCQGAWBR-UHFFFAOYSA-N,E9AE57.0.apo,170027.22,-7.3
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9AE57.0.apo,173946.86,-5.2
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,E9AE57.0.apo,178979.42,-8.5
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9AE57.0.apo,183948.48,-5.5
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9AE57.0.apo,188560.71,-5.8
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9AE57.0.apo,190115.24,-7.1
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9AE57.0.apo,191860.87,-8.4
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9AE57.0.apo,193338.44,-6.5
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,E9AE57.0.apo,196042.25,-5.4
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9AE57.0.apo,198724.62,-5.0
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9AE57.0.apo,200354.0,-5.7
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9AE57.0.apo,202060.38,-6.6
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9AE57.0.apo,203219.29,-5.2
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9AE57.0.apo,207953.24,-5.8
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9AE57.0.apo,212521.43,-4.4
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9AE57.0.apo,215305.05,-3.9
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9AE57.0.apo,222827.86,-4.0
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9AE57.0.apo,225079.33,-3.4
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9AE57.0.apo,230385.9,-5.2
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AE57.0.apo,231124.79,-6.2
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9AE57.0.apo,235392.38,-7.1
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9AE57.0.apo,249638.8,-7.2
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9AE57.0.apo,250326.68,-6.5
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9AE57.0.apo,257508.64,-7.0
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AE57.0.apo,262990.37,-5.3
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AE57.0.apo,264338.33,-5.0
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9AE57.0.apo,275362.63,-6.7
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AE57.0.apo,293000.09,-8.6
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9AE57.0.apo,302986.22,-5.2
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9AE57.0.apo,313190.94,-5.6
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AE57.0.apo,325501.63,-5.8
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9AE57.0.apo,327001.86,-4.9
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AE57.0.apo,332323.25,-5.7
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AE57.0.apo,341531.17,-7.8
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AE57.0.apo,365951.11,-4.8
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AE57.0.apo,448020.0,-5.7
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AE57.0.apo,553874.44,-6.3
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AE57.0.apo,593235.25,-8.4
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AE57.0.apo,717287.4,-5.9
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AE57.0.apo,1070574.57,-5.9
