Ligand-Name,Target-Name,Binding-Score,InterfE
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,A0A3Q8IW45.0.apo,238890.57,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,241079.54,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,242777.34,
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,243902.41,
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A3Q8IW45.0.apo,247411.43,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,247986.49,
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,251480.14,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A3Q8IW45.0.apo,251889.47,
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,252192.25,
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,259300.23,
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,264426.15,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,265971.81,
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A0A3Q8IW45.0.apo,270884.1,
arsenic_trioxide_IKWTVSLWAPBBKU-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,272365.12,
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A3Q8IW45.0.apo,272572.18,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,A0A3Q8IW45.0.apo,273457.21,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A3Q8IW45.0.apo,273902.62,
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A0A3Q8IW45.0.apo,273977.98,
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A3Q8IW45.0.apo,278459.1,
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A0A3Q8IW45.0.apo,281999.07,
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A3Q8IW45.0.apo,289983.74,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,290231.18,
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,291224.51,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,A0A3Q8IW45.0.apo,309990.46,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A3Q8IW45.0.apo,316129.55,
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,323427.53,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,A0A3Q8IW45.0.apo,331729.19,
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A3Q8IW45.0.apo,339727.21,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A3Q8IW45.0.apo,344983.63,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,350580.86,
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A3Q8IW45.0.apo,355508.97,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A3Q8IW45.0.apo,358922.19,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A3Q8IW45.0.apo,360650.92,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A3Q8IW45.0.apo,374952.26,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A3Q8IW45.0.apo,376673.84,
