Ligand-Name,Target-Name,Binding-Score,InterfE
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,Q68RJ8.0.apo,158570.38,
arsenic_trioxide_IKWTVSLWAPBBKU-UHFFFAOYSA-N,Q68RJ8.0.apo,159097.28,
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,Q68RJ8.0.apo,160690.46,
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,Q68RJ8.0.apo,162974.26,
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,Q68RJ8.0.apo,163251.37,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,Q68RJ8.0.apo,163629.6,
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,Q68RJ8.0.apo,164551.23,
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,Q68RJ8.0.apo,165572.1,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,Q68RJ8.0.apo,167276.05,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,Q68RJ8.0.apo,168182.12,
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,Q68RJ8.0.apo,170220.37,
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,Q68RJ8.0.apo,171043.27,
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,Q68RJ8.0.apo,181074.03,
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,Q68RJ8.0.apo,189839.81,
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,Q68RJ8.0.apo,192205.71,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,Q68RJ8.0.apo,198371.55,
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,Q68RJ8.0.apo,199381.72,
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,Q68RJ8.0.apo,200960.74,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,Q68RJ8.0.apo,208662.68,
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,Q68RJ8.0.apo,214949.84,
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,Q68RJ8.0.apo,226206.95,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,Q68RJ8.0.apo,227095.42,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,Q68RJ8.0.apo,227316.3,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,Q68RJ8.0.apo,229537.16,
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,Q68RJ8.0.apo,232759.06,
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,Q68RJ8.0.apo,238784.09,
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,Q68RJ8.0.apo,242122.67,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,Q68RJ8.0.apo,244292.42,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,Q68RJ8.0.apo,249384.91,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,Q68RJ8.0.apo,253521.83,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,Q68RJ8.0.apo,260159.06,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,Q68RJ8.0.apo,265864.67,
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,Q68RJ8.0.apo,273313.66,
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,Q68RJ8.0.apo,282496.22,
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,Q68RJ8.0.apo,290513.68,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,Q68RJ8.0.apo,294159.01,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,Q68RJ8.0.apo,295472.45,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,Q68RJ8.0.apo,300008.68,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,Q68RJ8.0.apo,310255.31,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,Q68RJ8.0.apo,312090.22,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,Q68RJ8.0.apo,316558.65,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,Q68RJ8.0.apo,326750.04,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,Q68RJ8.0.apo,355217.49,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,Q68RJ8.0.apo,367949.8,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,Q68RJ8.0.apo,387921.78,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,Q68RJ8.0.apo,418488.2,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,Q68RJ8.0.apo,466755.83,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,Q68RJ8.0.apo,572295.05,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,Q68RJ8.0.apo,690875.98,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,Q68RJ8.0.apo,1122522.14,
