Ligand-Name,Target-Name,Binding-Score,InterfE
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,A4I3S4.0.apo,140673.75,
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,A4I3S4.0.apo,141330.74,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,A4I3S4.0.apo,142800.22,
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,A4I3S4.0.apo,142815.75,
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A4I3S4.0.apo,144418.21,
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A4I3S4.0.apo,145970.31,
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A4I3S4.0.apo,148344.69,
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A4I3S4.0.apo,151297.67,
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A4I3S4.0.apo,152401.76,
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A4I3S4.0.apo,156093.41,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A4I3S4.0.apo,157116.92,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A4I3S4.0.apo,157575.87,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A4I3S4.0.apo,158237.24,
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A4I3S4.0.apo,163150.46,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A4I3S4.0.apo,164723.68,
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A4I3S4.0.apo,166529.41,
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A4I3S4.0.apo,166896.31,
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A4I3S4.0.apo,168491.54,
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A4I3S4.0.apo,181113.84,
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A4I3S4.0.apo,181744.14,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,A4I3S4.0.apo,189245.74,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A4I3S4.0.apo,193587.13,
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A4I3S4.0.apo,200360.12,
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A4I3S4.0.apo,200898.92,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A4I3S4.0.apo,202142.49,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A4I3S4.0.apo,219727.4,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A4I3S4.0.apo,223566.18,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A4I3S4.0.apo,229285.57,
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A4I3S4.0.apo,242653.43,
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A4I3S4.0.apo,250256.31,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A4I3S4.0.apo,251088.2,
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A4I3S4.0.apo,251670.17,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A4I3S4.0.apo,253559.63,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A4I3S4.0.apo,266550.48,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A4I3S4.0.apo,269417.82,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,A4I3S4.0.apo,273180.08,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A4I3S4.0.apo,299622.34,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,A4I3S4.0.apo,313122.36,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A4I3S4.0.apo,321652.93,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A4I3S4.0.apo,325986.52,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A4I3S4.0.apo,332663.04,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,A4I3S4.0.apo,335147.82,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A4I3S4.0.apo,344774.15,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A4I3S4.0.apo,354085.58,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,A4I3S4.0.apo,410833.21,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,A4I3S4.0.apo,442554.7,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A4I3S4.0.apo,452987.88,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A4I3S4.0.apo,549153.23,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A4I3S4.0.apo,783144.83,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A4I3S4.0.apo,1148659.89,
