Ligand-Name,Target-Name,Binding-Score,InterfE
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9BA17.0.apo,94302.35,-4.8
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9BA17.0.apo,95611.47,-5.7
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,E9BA17.0.apo,97823.13,-5.4
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,E9BA17.0.apo,97945.8,-4.2
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,E9BA17.0.apo,98416.71,-7.4
eprozinol_QSRHLIUOSXVKTG-YADHBBJMSA-N,E9BA17.0.apo,98833.34,-7.8
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,E9BA17.0.apo,98882.15,-5.0
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9BA17.0.apo,99001.43,-4.8
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,E9BA17.0.apo,100071.86,-5.3
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9BA17.0.apo,103352.86,-7.4
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,E9BA17.0.apo,103410.57,-4.2
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,E9BA17.0.apo,103482.35,-5.2
triclofos_YYQRGCZGSFRBAM-UHFFFAOYSA-N,E9BA17.0.apo,103552.85,-4.5
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,E9BA17.0.apo,103988.32,-6.5
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9BA17.0.apo,104868.27,-5.6
bendamustine_YTKUWDBFDASYHO-UHFFFAOYSA-N,E9BA17.0.apo,106291.47,-5.8
clobenztropine_OCAXFDULERPAJM-BQJUDKOJSA-N,E9BA17.0.apo,109158.31,-7.7
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,E9BA17.0.apo,109624.62,-5.4
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,E9BA17.0.apo,110065.91,-5.9
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,E9BA17.0.apo,113474.84,-6.1
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9BA17.0.apo,115255.36,-3.8
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9BA17.0.apo,115702.46,-4.8
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9BA17.0.apo,120921.61,-5.4
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9BA17.0.apo,122765.64,-5.4
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,E9BA17.0.apo,123338.83,-5.3
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,E9BA17.0.apo,125615.78,-8.3
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9BA17.0.apo,134645.16,-4.9
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9BA17.0.apo,146651.76,-5.4
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9BA17.0.apo,148128.77,-3.8
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9BA17.0.apo,149229.09,-6.3
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9BA17.0.apo,185758.67,-5.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9BA17.0.apo,190018.26,-4.8
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9BA17.0.apo,202196.85,-5.4
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9BA17.0.apo,211791.29,-8.1
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9BA17.0.apo,268084.61,-5.9
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9BA17.0.apo,272751.28,-6.8
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9BA17.0.apo,303528.76,-5.4
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9BA17.0.apo,330412.35,-8.4
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9BA17.0.apo,409503.76,-5.7
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9BA17.0.apo,590700.15,-6.2
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9BA17.0.apo,751339.36,-5.3
