Ligand-Name,Target-Name,Binding-Score,InterfE
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9AFQ5.0.apo,200501.81,
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9AFQ5.0.apo,201108.95,
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9AFQ5.0.apo,201317.11,
arsenic_trioxide_IKWTVSLWAPBBKU-UHFFFAOYSA-N,E9AFQ5.0.apo,201599.86,
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9AFQ5.0.apo,202933.7,
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,E9AFQ5.0.apo,203247.93,
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,E9AFQ5.0.apo,205865.35,
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9AFQ5.0.apo,208000.27,
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9AFQ5.0.apo,208822.8,
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9AFQ5.0.apo,209716.08,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9AFQ5.0.apo,214027.87,
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9AFQ5.0.apo,215302.0,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9AFQ5.0.apo,217684.68,
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9AFQ5.0.apo,226475.65,
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9AFQ5.0.apo,231335.55,
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9AFQ5.0.apo,234437.35,
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9AFQ5.0.apo,236214.13,
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9AFQ5.0.apo,238596.68,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9AFQ5.0.apo,242096.85,
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9AFQ5.0.apo,253644.96,
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9AFQ5.0.apo,254554.45,
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9AFQ5.0.apo,254786.68,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9AFQ5.0.apo,261263.33,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AFQ5.0.apo,281223.68,
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9AFQ5.0.apo,281636.35,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,E9AFQ5.0.apo,283299.38,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,E9AFQ5.0.apo,287631.57,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AFQ5.0.apo,289949.44,
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9AFQ5.0.apo,307379.74,
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9AFQ5.0.apo,309823.03,
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9AFQ5.0.apo,314368.56,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9AFQ5.0.apo,323034.78,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,E9AFQ5.0.apo,324803.99,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AFQ5.0.apo,335820.25,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AFQ5.0.apo,335918.87,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,E9AFQ5.0.apo,345253.68,
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9AFQ5.0.apo,346813.63,
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9AFQ5.0.apo,359367.73,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AFQ5.0.apo,385174.64,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9AFQ5.0.apo,388273.21,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,E9AFQ5.0.apo,423169.19,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AFQ5.0.apo,427591.02,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AFQ5.0.apo,440132.79,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,E9AFQ5.0.apo,454061.57,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AFQ5.0.apo,454390.62,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AFQ5.0.apo,513123.24,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AFQ5.0.apo,665360.55,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AFQ5.0.apo,719980.78,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AFQ5.0.apo,960484.52,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AFQ5.0.apo,1392780.55,
