Ligand-Name,Target-Name,Binding-Score,InterfE
allantoin_POJWUDADGALRAB-SFOWXEAESA-N,Q4Q0R9.0.apo,137429.22,-6.5
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,Q4Q0R9.0.apo,138156.92,-8.0
chlorprothixene_WSPOMRSOLSGNFJ-AUWJEWJLSA-N,Q4Q0R9.0.apo,139313.33,-7.1
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,Q4Q0R9.0.apo,139470.37,-5.3
ricinoleic_acid_WBHHMMIMDMUBKC-QJWNTBNXSA-N,Q4Q0R9.0.apo,140555.54,-5.5
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,Q4Q0R9.0.apo,141076.21,-5.9
foscarnet_ZJAOAACCNHFJAH-UHFFFAOYSA-N,Q4Q0R9.0.apo,149432.72,-4.4
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,Q4Q0R9.0.apo,150735.97,-5.8
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,Q4Q0R9.0.apo,152781.33,-5.9
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,Q4Q0R9.0.apo,153903.21,-5.8
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,Q4Q0R9.0.apo,154611.16,-7.9
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,Q4Q0R9.0.apo,155482.1,-5.9
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,Q4Q0R9.0.apo,157520.46,-7.0
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,Q4Q0R9.0.apo,158921.87,-5.4
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,Q4Q0R9.0.apo,159770.74,-6.8
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,Q4Q0R9.0.apo,168652.09,-5.2
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,Q4Q0R9.0.apo,168869.07,-4.8
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,Q4Q0R9.0.apo,172785.73,-7.5
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,Q4Q0R9.0.apo,181433.92,-5.7
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,Q4Q0R9.0.apo,182061.52,-3.9
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,Q4Q0R9.0.apo,185310.99,-5.3
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,Q4Q0R9.0.apo,186647.52,-5.5
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,Q4Q0R9.0.apo,188786.04,-8.0
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,Q4Q0R9.0.apo,193098.65,-8.1
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,Q4Q0R9.0.apo,196710.8,-6.7
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,Q4Q0R9.0.apo,202510.39,-5.0
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,Q4Q0R9.0.apo,203878.52,-4.5
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,Q4Q0R9.0.apo,212681.23,-4.7
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,Q4Q0R9.0.apo,218935.3,-4.3
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,Q4Q0R9.0.apo,220887.92,-4.8
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,Q4Q0R9.0.apo,234464.27,-6.0
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,Q4Q0R9.0.apo,245442.53,-6.0
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,Q4Q0R9.0.apo,259393.38,-4.6
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,Q4Q0R9.0.apo,309865.16,-6.5
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,Q4Q0R9.0.apo,316507.98,-5.2
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,Q4Q0R9.0.apo,363724.62,-5.9
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,Q4Q0R9.0.apo,375869.46,-5.5
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,Q4Q0R9.0.apo,378687.39,-7.5
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,Q4Q0R9.0.apo,402715.12,-7.1
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,Q4Q0R9.0.apo,484646.34,-7.9
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,Q4Q0R9.0.apo,602163.45,-5.4
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,Q4Q0R9.0.apo,906208.32,-5.6
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,Q4Q0R9.0.apo,1095729.68,-5.3
