Ligand-Name,Target-Name,Binding-Score,InterfE
glucuronamide_VOIFKEWOFUNPBN-QIUUJYRFSA-N,E9BAU8.0.apo,101096.3,-6.7
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,E9BAU8.0.apo,101431.05,-5.1
nicotinyl_methylamide_ZYVXHFWBYUDDBM-UHFFFAOYSA-N,E9BAU8.0.apo,105509.12,-5.6
trometamol_LENZDBCJOHFCAS-UHFFFAOYSA-N,E9BAU8.0.apo,106404.19,-4.3
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,E9BAU8.0.apo,106629.59,-8.0
fosfosal_FFKUDWZICMJVPA-UHFFFAOYSA-N,E9BAU8.0.apo,109147.1,-6.1
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,E9BAU8.0.apo,111931.66,-5.0
propanol_BDERNNFJNOPAEC-UHFFFAOYSA-N,E9BAU8.0.apo,114609.0,-3.2
clobuzarit_UGOFYAXVVVXMQT-UHFFFAOYSA-N,E9BAU8.0.apo,116077.52,-8.1
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9BAU8.0.apo,117205.39,-8.1
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,E9BAU8.0.apo,119947.87,-6.3
cynarine_YDDUMTOHNYZQPO-RVXRWRFUSA-N,E9BAU8.0.apo,120101.31,-9.1
allantoin_POJWUDADGALRAB-SFOWXEAESA-N,E9BAU8.0.apo,122406.13,-6.2
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9BAU8.0.apo,123257.77,-8.9
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9BAU8.0.apo,124109.19,-4.9
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9BAU8.0.apo,125579.83,-5.6
ricinoleic_acid_WBHHMMIMDMUBKC-QJWNTBNXSA-N,E9BAU8.0.apo,127514.82,-6.2
chlorprothixene_WSPOMRSOLSGNFJ-AUWJEWJLSA-N,E9BAU8.0.apo,132282.44,-8.1
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,E9BAU8.0.apo,132474.27,-5.4
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,E9BAU8.0.apo,132927.27,-7.0
tetraethylphthalamide_OPTBBAGXQYOFTL-UHFFFAOYSA-N,E9BAU8.0.apo,133874.45,-6.6
dosulepin_PHTUQLWOUWZIMZ-GZTJUZNOSA-N,E9BAU8.0.apo,138604.83,-7.8
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,E9BAU8.0.apo,140293.78,-9.3
avobenzone_XNEFYCZVKIDDMS-UHFFFAOYSA-N,E9BAU8.0.apo,142920.35,-8.6
dexfosfoserine_BZQFBWGGLXLEPQ-REOHCLBHSA-N,E9BAU8.0.apo,143636.74,-5.0
undecylenic_acid_FRPZMMHWLSIFAZ-UHFFFAOYSA-N,E9BAU8.0.apo,149252.65,-5.9
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9BAU8.0.apo,157353.67,-6.5
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9BAU8.0.apo,158863.08,-4.0
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,E9BAU8.0.apo,163954.98,-5.4
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,E9BAU8.0.apo,168122.18,-6.8
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9BAU8.0.apo,181398.25,-4.0
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9BAU8.0.apo,187338.37,-8.0
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9BAU8.0.apo,192754.39,-6.3
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9BAU8.0.apo,197518.23,-5.6
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9BAU8.0.apo,198557.56,-6.0
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9BAU8.0.apo,202519.34,-6.1
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9BAU8.0.apo,226081.38,-6.9
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9BAU8.0.apo,254203.99,-5.5
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9BAU8.0.apo,286248.26,-9.4
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9BAU8.0.apo,289706.46,-8.6
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9BAU8.0.apo,295400.34,-5.4
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9BAU8.0.apo,421047.59,-7.8
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9BAU8.0.apo,459741.31,-6.0
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9BAU8.0.apo,721424.2,-5.7
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9BAU8.0.apo,751357.53,-6.0
