Ligand-Name,Target-Name,Binding-Score,InterfE
metrifonate_NFACJZMKEDPNKN-GSVOUGTGSA-N,E9AC52.0.apo,86755.75,-4.4
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9AC52.0.apo,87283.15,-5.1
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,E9AC52.0.apo,90892.0,-6.1
bendamustine_YTKUWDBFDASYHO-UHFFFAOYSA-N,E9AC52.0.apo,91391.34,-5.9
chloramphenicol_WIIZWVCIJKGZOK-RKDXNWHRSA-N,E9AC52.0.apo,91460.11,-6.7
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9AC52.0.apo,92285.08,-3.4
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,E9AC52.0.apo,93958.42,-4.8
linsidomine_FKDHHVKWGRFRTG-VOTSOKGWSA-N,E9AC52.0.apo,94094.41,-6.0
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,E9AC52.0.apo,94742.26,-5.8
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9AC52.0.apo,97128.24,-4.5
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9AC52.0.apo,97450.48,-5.5
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,E9AC52.0.apo,97969.07,-5.1
clobenztropine_OCAXFDULERPAJM-BQJUDKOJSA-N,E9AC52.0.apo,101118.48,-7.5
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9AC52.0.apo,102549.75,-5.4
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9AC52.0.apo,102659.28,-4.4
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9AC52.0.apo,104541.06,-4.2
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,E9AC52.0.apo,106993.97,-7.3
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9AC52.0.apo,107223.38,-4.0
acexamic_acid_WDSCBUNMANHPFH-UHFFFAOYSA-N,E9AC52.0.apo,107317.12,-4.5
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9AC52.0.apo,108744.04,-4.4
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9AC52.0.apo,109099.16,-4.6
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9AC52.0.apo,113318.19,-5.9
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AC52.0.apo,117658.09,-3.8
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9AC52.0.apo,119245.09,-5.2
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9AC52.0.apo,123152.38,-5.1
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9AC52.0.apo,126494.92,-3.8
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9AC52.0.apo,130856.72,-4.8
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9AC52.0.apo,151579.48,-4.7
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AC52.0.apo,156928.23,-5.0
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9AC52.0.apo,163767.94,-5.3
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AC52.0.apo,165967.19,-5.4
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AC52.0.apo,185697.06,-5.2
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AC52.0.apo,188175.54,-7.2
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AC52.0.apo,192500.22,-5.7
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AC52.0.apo,206088.79,-7.3
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AC52.0.apo,214546.63,-4.2
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AC52.0.apo,254920.73,-5.6
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AC52.0.apo,309284.26,-8.2
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AC52.0.apo,364710.94,-6.0
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AC52.0.apo,453520.27,-5.1
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AC52.0.apo,663556.79,-5.2
