Ligand-Name,Target-Name,Binding-Score,InterfE
glycine_DHMQDGOQFOQNFH-UHFFFAOYSA-N,E9AQ39.0.apo,155733.48,-3.8
taurine_XOAAWQZATWQOTB-UHFFFAOYSA-N,E9AQ39.0.apo,161320.59,-3.7
thiamazole_PMRYVIKBURPHAH-UHFFFAOYSA-N,E9AQ39.0.apo,163549.32,-3.5
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9AQ39.0.apo,167006.78,-5.8
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,E9AQ39.0.apo,169338.3,-4.2
chromocarb_RVMGXWBCQGAWBR-UHFFFAOYSA-N,E9AQ39.0.apo,170112.69,-5.8
mercaptopurine_GLVAUDGFNGKCSF-UHFFFAOYSA-N,E9AQ39.0.apo,175890.5,-4.6
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9AQ39.0.apo,176072.82,-3.8
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,E9AQ39.0.apo,180246.51,-5.0
tiopronin_YTGJWQPHMWSCST-GSVOUGTGSA-N,E9AQ39.0.apo,182576.92,-4.5
flucytosine_XRECTZIEBJDKEO-UHFFFAOYSA-N,E9AQ39.0.apo,193990.46,-5.0
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9AQ39.0.apo,197913.38,-4.6
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9AQ39.0.apo,202759.13,-5.2
ifosfamide_HOMGKSMUEGBAAB-CQSZACIVSA-N,E9AQ39.0.apo,204503.88,-4.3
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9AQ39.0.apo,209148.02,-5.9
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9AQ39.0.apo,224960.28,-4.9
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9AQ39.0.apo,227559.43,-4.5
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9AQ39.0.apo,227920.77,-4.6
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9AQ39.0.apo,234887.58,-4.9
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9AQ39.0.apo,238945.88,-4.1
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AQ39.0.apo,250590.16,-4.5
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AQ39.0.apo,264551.02,-6.5
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9AQ39.0.apo,273419.77,-4.7
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9AQ39.0.apo,276815.77,-5.7
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AQ39.0.apo,290410.98,-5.0
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9AQ39.0.apo,297582.33,-4.9
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AQ39.0.apo,302104.04,-5.7
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9AQ39.0.apo,304133.03,-5.6
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AQ39.0.apo,308519.95,-9.2
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9AQ39.0.apo,333690.77,-6.4
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AQ39.0.apo,341397.87,-5.8
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9AQ39.0.apo,342960.98,-7.3
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AQ39.0.apo,359769.34,-4.5
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9AQ39.0.apo,373513.68,-4.4
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9AQ39.0.apo,387968.06,-4.7
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9AQ39.0.apo,408275.51,-4.9
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AQ39.0.apo,417988.5,-5.4
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AQ39.0.apo,431667.09,-6.5
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AQ39.0.apo,497014.29,-5.8
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9AQ39.0.apo,497023.4,-3.8
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AQ39.0.apo,534683.33,-5.9
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AQ39.0.apo,609666.93,-5.9
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AQ39.0.apo,1121718.49,-6.1
