Ligand-Name,Target-Name,Binding-Score,InterfE
nicotinic_acid_PVNIIMVLHYAWGP-UHFFFAOYSA-N,E9AWJ0.0.apo,117948.36,
alsactide_DIDCGVRALANKIU-OTEFFYEFSA-N,E9AWJ0.0.apo,120251.82,
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,E9AWJ0.0.apo,120256.77,
homonicotinic_acid_WGNUNYPERJMVRM-UHFFFAOYSA-N,E9AWJ0.0.apo,122399.71,
arsenic_trioxide_IKWTVSLWAPBBKU-UHFFFAOYSA-N,E9AWJ0.0.apo,123164.38,
chloral_hydrate_RNFNDJAIBTYOQL-UHFFFAOYSA-N,E9AWJ0.0.apo,126997.72,
levodopa_WTDRDQBEARUVNC-LURJTMIESA-N,E9AWJ0.0.apo,127309.94,
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,E9AWJ0.0.apo,129523.14,
trifarotene_MFBCDACCJCDGBA-UHFFFAOYSA-N,E9AWJ0.0.apo,129838.22,
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AWJ0.0.apo,131452.27,
isometheptene_XVQUOJBERHHONY-SECBINFHSA-N,E9AWJ0.0.apo,132334.67,
adrenalone_PZMVOUYYNKPMSI-UHFFFAOYSA-N,E9AWJ0.0.apo,132475.44,
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AWJ0.0.apo,132582.44,
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,E9AWJ0.0.apo,132702.23,
nortriptyline_PHVGLTMQBUFIQQ-UHFFFAOYSA-N,E9AWJ0.0.apo,133880.4,
amylocaine_FDMBBCOBEAVDAO-AWEZNQCLSA-N,E9AWJ0.0.apo,138228.64,
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9AWJ0.0.apo,138289.03,
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9AWJ0.0.apo,140418.57,
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9AWJ0.0.apo,140683.17,
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AWJ0.0.apo,143716.89,
ranimustine_AHHFEZNOXOZZQA-ZEBDFXRSSA-N,E9AWJ0.0.apo,144771.8,
tyrosine_OUYCCCASQSFEME-QMMMGPOBSA-N,E9AWJ0.0.apo,146441.45,
solriamfetol_UCTRAOBQFUDCSR-SECBINFHSA-N,E9AWJ0.0.apo,149288.82,
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,E9AWJ0.0.apo,155730.43,
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,E9AWJ0.0.apo,157692.54,
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,E9AWJ0.0.apo,163743.71,
cacodylic_acid_OGGXGZAMXPVRFZ-UHFFFAOYSA-N,E9AWJ0.0.apo,164241.71,
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9AWJ0.0.apo,165287.62,
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,E9AWJ0.0.apo,165289.82,
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AWJ0.0.apo,172323.67,
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9AWJ0.0.apo,182773.46,
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9AWJ0.0.apo,186635.77,
foscarnet_ZJAOAACCNHFJAH-UHFFFAOYSA-N,E9AWJ0.0.apo,189400.79,
aluminium_oxide_TWNQGVIAIRXVLR-UHFFFAOYSA-N,E9AWJ0.0.apo,200668.1,
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9AWJ0.0.apo,201758.96,
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AWJ0.0.apo,215943.25,
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AWJ0.0.apo,251378.57,
seractide_FHOCOBKCNJYXOP-OVLDLUHVSA-N,E9AWJ0.0.apo,254881.42,
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AWJ0.0.apo,264806.41,
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AWJ0.0.apo,281562.63,
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9AWJ0.0.apo,288043.75,
corticotropin_IDLFZVILOHSSID-OVLDLUHVSA-N,E9AWJ0.0.apo,290423.06,
tetracosactide_ZOEFCCMDUURGSE-SQKVDDBVSA-N,E9AWJ0.0.apo,310253.28,
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AWJ0.0.apo,352672.03,
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AWJ0.0.apo,358621.94,
exenatide_HTQBXNHDCUEHJF-XWLPCZSASA-N,E9AWJ0.0.apo,395031.73,
lixisenatide_XVVOERDUTLJJHN-IAEQDCLQSA-N,E9AWJ0.0.apo,427634.71,
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AWJ0.0.apo,444176.01,
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AWJ0.0.apo,820361.37,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AWJ0.0.apo,949573.18,
