Ligand-Name,Target-Name,Binding-Score,InterfE
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A5K1UVB7.0.apo,142868.57,-3.9
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,145597.42,-5.9
tyrosine_OUYCCCASQSFEME-QMMMGPOBSA-N,A0A5K1UVB7.0.apo,146012.41,-6.6
biphenylol_LLEMOWNGBBNAJR-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,151585.6,-6.9
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,157140.24,-3.8
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,158106.86,-8.4
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,158439.74,-3.6
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,160120.35,-3.5
gluconolactone_PHOQVHQSTUBQQK-SQOUGZDYSA-N,A0A5K1UVB7.0.apo,162582.24,-6.0
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A5K1UVB7.0.apo,163599.93,-6.2
phenylalanine_COLNVLDHVKWLRT-QMMMGPOBSA-N,A0A5K1UVB7.0.apo,166136.99,-6.0
chlorcyclizine_WFNAKBGANONZEQ-GOSISDBHSA-N,A0A5K1UVB7.0.apo,169954.4,-7.2
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A5K1UVB7.0.apo,174597.86,-4.8
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A5K1UVB7.0.apo,176047.39,-6.5
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A5K1UVB7.0.apo,180761.01,-5.8
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A5K1UVB7.0.apo,181091.51,-6.1
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,181813.92,-5.1
foscarnet_ZJAOAACCNHFJAH-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,184133.16,-4.4
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,185902.48,-4.3
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A5K1UVB7.0.apo,192133.22,-5.6
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A5K1UVB7.0.apo,193369.97,-5.5
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,195898.44,-4.8
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,196427.57,-8.7
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,198540.43,-7.9
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A5K1UVB7.0.apo,209251.05,-6.2
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A5K1UVB7.0.apo,217346.65,-5.4
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A5K1UVB7.0.apo,220712.13,-5.6
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A5K1UVB7.0.apo,228712.27,-5.4
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A5K1UVB7.0.apo,242161.07,-6.1
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,242834.99,-6.4
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A5K1UVB7.0.apo,277016.42,-5.8
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A5K1UVB7.0.apo,293713.69,-6.0
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A5K1UVB7.0.apo,303901.49,-6.2
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A5K1UVB7.0.apo,326450.94,-5.8
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A5K1UVB7.0.apo,331831.89,-9.3
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A5K1UVB7.0.apo,339991.04,-7.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A5K1UVB7.0.apo,349797.3,-4.5
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,374242.47,-5.8
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A5K1UVB7.0.apo,492491.7,-6.2
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A5K1UVB7.0.apo,513217.9,-8.4
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A5K1UVB7.0.apo,666664.35,-5.9
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A5K1UVB7.0.apo,1105533.85,-6.0
