Ligand-Name,Target-Name,Binding-Score,InterfE
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,E9AF23.0.apo,190642.01,-6.1
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,E9AF23.0.apo,192430.47,-4.4
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,E9AF23.0.apo,195587.89,-6.9
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,E9AF23.0.apo,196788.23,-5.5
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,E9AF23.0.apo,198621.77,-6.5
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,E9AF23.0.apo,200369.25,-8.2
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,E9AF23.0.apo,205317.9,-6.7
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,E9AF23.0.apo,210878.33,-7.8
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,E9AF23.0.apo,212120.55,-7.0
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,E9AF23.0.apo,212327.74,-5.2
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,E9AF23.0.apo,218372.56,-4.5
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,E9AF23.0.apo,220053.7,-3.5
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,E9AF23.0.apo,220233.12,-7.1
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,E9AF23.0.apo,221266.91,-5.0
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,E9AF23.0.apo,225732.32,-6.1
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,E9AF23.0.apo,227562.68,-5.8
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,E9AF23.0.apo,230283.24,-7.8
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,E9AF23.0.apo,230801.14,-7.9
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,E9AF23.0.apo,239664.95,-6.0
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,E9AF23.0.apo,256427.59,-6.6
thiamine_JZRWCGZRTZMZEH-UHFFFAOYSA-N,E9AF23.0.apo,264846.96,-7.4
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,E9AF23.0.apo,266288.12,-6.3
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,E9AF23.0.apo,269838.38,-9.5
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,E9AF23.0.apo,273858.5,-6.3
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,E9AF23.0.apo,279780.54,-7.2
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,E9AF23.0.apo,299152.42,-4.4
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,E9AF23.0.apo,299468.4,-7.6
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,E9AF23.0.apo,302226.95,-4.9
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,E9AF23.0.apo,304094.07,-6.1
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,E9AF23.0.apo,307822.12,-6.8
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,E9AF23.0.apo,322101.71,-5.7
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,E9AF23.0.apo,338694.65,-4.7
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,E9AF23.0.apo,340416.85,-6.5
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,E9AF23.0.apo,340586.1,-9.3
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,E9AF23.0.apo,344425.81,-5.6
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,E9AF23.0.apo,400566.58,-6.6
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,E9AF23.0.apo,416897.6,-7.2
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,E9AF23.0.apo,418911.82,-6.0
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,E9AF23.0.apo,478324.84,-9.8
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,E9AF23.0.apo,527628.94,-6.5
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,E9AF23.0.apo,679848.08,-7.1
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,E9AF23.0.apo,695358.65,-7.4
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,E9AF23.0.apo,920425.03,-7.1
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,E9AF23.0.apo,1339850.24,-6.6
