Ligand-Name,Target-Name,Binding-Score,InterfE
glycine_DHMQDGOQFOQNFH-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,155733.48,-3.7
taurine_XOAAWQZATWQOTB-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,161320.59,-4.0
thiamazole_PMRYVIKBURPHAH-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,163549.32,-4.0
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A3Q8IA63.0.apo,167006.78,-5.8
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,169338.3,-5.3
chromocarb_RVMGXWBCQGAWBR-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,170112.69,-7.1
mercaptopurine_GLVAUDGFNGKCSF-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,175890.5,-4.5
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,176072.82,-3.7
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,180246.51,-5.6
tiopronin_YTGJWQPHMWSCST-GSVOUGTGSA-N,A0A3Q8IA63.0.apo,182576.92,-4.4
flucytosine_XRECTZIEBJDKEO-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,193990.46,-5.1
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A0A3Q8IA63.0.apo,197913.38,-4.6
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A3Q8IA63.0.apo,202759.13,-6.2
ifosfamide_HOMGKSMUEGBAAB-CQSZACIVSA-N,A0A3Q8IA63.0.apo,204503.88,-5.0
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,209148.02,-6.0
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,A0A3Q8IA63.0.apo,224960.28,-4.4
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A3Q8IA63.0.apo,227559.43,-4.7
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,227920.77,-4.7
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,A0A3Q8IA63.0.apo,234887.58,-4.8
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,238945.88,-3.9
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,250590.16,-4.6
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A3Q8IA63.0.apo,264551.02,-7.4
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A3Q8IA63.0.apo,273419.77,-4.7
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A3Q8IA63.0.apo,276815.77,-5.7
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A3Q8IA63.0.apo,290410.98,-4.6
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A3Q8IA63.0.apo,297582.33,-5.2
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A3Q8IA63.0.apo,302104.04,-6.6
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A3Q8IA63.0.apo,304133.03,-5.8
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A3Q8IA63.0.apo,308519.95,-9.4
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A3Q8IA63.0.apo,333690.77,-6.2
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A3Q8IA63.0.apo,341397.87,-5.9
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A0A3Q8IA63.0.apo,342960.98,-7.3
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A3Q8IA63.0.apo,359769.34,-5.1
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,373513.68,-4.8
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,387968.06,-4.7
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A3Q8IA63.0.apo,408275.51,-4.9
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,417988.5,-6.0
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A3Q8IA63.0.apo,431667.09,-7.5
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A3Q8IA63.0.apo,497014.29,-6.7
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A3Q8IA63.0.apo,497023.4,-3.9
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A3Q8IA63.0.apo,534683.33,-6.0
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A3Q8IA63.0.apo,609666.93,-6.1
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A3Q8IA63.0.apo,1121718.49,-6.1
