Ligand-Name,Target-Name,Binding-Score,InterfE
acadesine_RTRQQBHATOEIAF-UUOKFMHZSA-N,Q4Q4I0.0.apo,169582.12,-6.7
flucytosine_XRECTZIEBJDKEO-UHFFFAOYSA-N,Q4Q4I0.0.apo,179680.52,-4.7
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,Q4Q4I0.0.apo,182016.65,-5.4
methylsulfonal_LKACJLUUJRMGFK-UHFFFAOYSA-N,Q4Q4I0.0.apo,183999.05,-4.5
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,Q4Q4I0.0.apo,186514.07,-4.0
edetic_acid_KCXVZYZYPLLWCC-UHFFFAOYSA-N,Q4Q4I0.0.apo,196958.89,-5.6
threonine_AYFVYJQAPQTCCC-GBXIJSLDSA-N,Q4Q4I0.0.apo,197629.54,-4.3
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,Q4Q4I0.0.apo,198731.95,-3.9
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,Q4Q4I0.0.apo,198830.58,-6.5
mercaptopurine_GLVAUDGFNGKCSF-UHFFFAOYSA-N,Q4Q4I0.0.apo,208080.33,-4.5
cyclobenzaprine_JURKNVYFZMSNLP-UHFFFAOYSA-N,Q4Q4I0.0.apo,215127.13,-7.3
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,Q4Q4I0.0.apo,225344.52,-5.1
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,Q4Q4I0.0.apo,230728.32,-4.5
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,Q4Q4I0.0.apo,242765.72,-5.4
telmesteine_XBJWOGLKABXFJE-YFKPBYRVSA-N,Q4Q4I0.0.apo,242799.19,-4.9
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,Q4Q4I0.0.apo,249256.7,-3.8
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,Q4Q4I0.0.apo,256019.57,-4.5
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,Q4Q4I0.0.apo,259989.03,-4.3
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,Q4Q4I0.0.apo,263410.2,-5.5
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,Q4Q4I0.0.apo,266164.45,-5.7
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,Q4Q4I0.0.apo,273961.64,-5.1
meglumine_MBBZMMPHUWSWHV-BDVNFPICSA-N,Q4Q4I0.0.apo,274739.75,-4.6
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,Q4Q4I0.0.apo,278142.16,-3.6
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,Q4Q4I0.0.apo,280092.18,-5.1
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,Q4Q4I0.0.apo,283468.81,-5.1
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,Q4Q4I0.0.apo,285517.77,-5.1
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,Q4Q4I0.0.apo,299685.53,-5.4
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,Q4Q4I0.0.apo,301782.15,-4.6
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,Q4Q4I0.0.apo,315510.57,-5.9
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,Q4Q4I0.0.apo,317130.14,-3.0
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,Q4Q4I0.0.apo,319277.07,-9.1
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,Q4Q4I0.0.apo,320244.11,-5.0
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,Q4Q4I0.0.apo,320903.54,-5.1
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,Q4Q4I0.0.apo,322566.93,-7.7
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,Q4Q4I0.0.apo,325165.32,-5.2
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,Q4Q4I0.0.apo,382545.49,-5.2
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,Q4Q4I0.0.apo,389332.42,-4.4
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,Q4Q4I0.0.apo,413966.82,-3.7
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,Q4Q4I0.0.apo,419071.52,-4.4
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,Q4Q4I0.0.apo,515883.52,-5.3
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,Q4Q4I0.0.apo,589068.96,-7.3
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,Q4Q4I0.0.apo,626238.13,-6.1
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,Q4Q4I0.0.apo,796435.17,-6.1
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,Q4Q4I0.0.apo,1291943.0,-4.9
