Ligand-Name,Target-Name,Binding-Score,InterfE
phenol_ISWSIDIOOBJBQZ-UHFFFAOYSA-N,A0A5K1USX6.0.apo,159484.59,-4.4
valine_KZSNJWFQEVHDMF-BYPYZUCNSA-N,A0A5K1USX6.0.apo,160746.58,-4.7
streptozocin_ZSJLQEPLLKMAKR-GKHCUFPYSA-N,A0A5K1USX6.0.apo,165014.4,-6.0
tolonium_RQNADZJRELIICT-UHFFFAOYSA-N,A0A5K1USX6.0.apo,166747.53,-7.1
cyclizine_UVKZSORBKUEBAZ-UHFFFAOYSA-N,A0A5K1USX6.0.apo,166846.43,-6.6
amitriptylinoxide_ZPMKQFOGINQDAM-UHFFFAOYSA-N,A0A5K1USX6.0.apo,171065.27,-7.6
mannitol_FBPFZTCFMRRESA-KVTDHHQDSA-N,A0A5K1USX6.0.apo,171309.18,-4.8
sorbitol_FBPFZTCFMRRESA-JGWLITMVSA-N,A0A5K1USX6.0.apo,179615.55,-4.6
ferric_oxide_JEIPFZHSYJVQDO-UHFFFAOYSA-N,A0A5K1USX6.0.apo,181219.59,-4.0
carfimate_MTTYXGPMZKRTCI-VIFPVBQESA-N,A0A5K1USX6.0.apo,189148.9,-5.4
isoniazid_QRXWMOHMRWLFEY-UHFFFAOYSA-N,A0A5K1USX6.0.apo,191488.21,-5.8
oleic_acid_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,A0A5K1USX6.0.apo,192795.08,-5.0
mefenorex_XXVROGAVTTXONC-NSHDSACASA-N,A0A5K1USX6.0.apo,193891.28,-4.7
chlorzoxazone_TZFWDZFKRBELIQ-UHFFFAOYSA-N,A0A5K1USX6.0.apo,195495.64,-6.1
prenderol_XRVCFZPJAHWYTB-UHFFFAOYSA-N,A0A5K1USX6.0.apo,196128.2,-4.0
gluconic_acid_RGHNJXZEOKUKBD-SQOUGZDYSA-N,A0A5K1USX6.0.apo,203256.75,-4.8
tribromoethanol_YFDSDPIBEUFTMI-UHFFFAOYSA-N,A0A5K1USX6.0.apo,206098.33,-3.3
bromisoval_CMCCHHWTTBEZNM-SCSAIBSYSA-N,A0A5K1USX6.0.apo,206243.34,-5.9
sucrose_CZMRCDWAGMRECN-UGDNZRGBSA-N,A0A5K1USX6.0.apo,212657.49,-7.5
pheneturide_AJOQSQHYDOFIOX-SECBINFHSA-N,A0A5K1USX6.0.apo,214926.47,-6.4
meglutol_NPOAOTPXWNWTSH-UHFFFAOYSA-N,A0A5K1USX6.0.apo,217683.48,-5.0
fludeoxyglucose_(18F)_ZCXUVYAZINUVJD-AHXZWLDOSA-N,A0A5K1USX6.0.apo,221432.09,-5.4
tartaric_acid_FEWJPZIEWOKRBE-JCYAYHJZSA-N,A0A5K1USX6.0.apo,225148.09,-5.7
itramin_tosilate_KZTZJUQNSSLNAG-UHFFFAOYSA-N,A0A5K1USX6.0.apo,232960.87,-4.6
glucosamine_MSWZFWKMSRAUBD-QZABAPFNSA-N,A0A5K1USX6.0.apo,237410.88,-5.3
lactitol_VQHSOMBJVWLPSR-JVCRWLNRSA-N,A0A5K1USX6.0.apo,251719.42,-5.3
mecysteine_MCYHPZGUONZRGO-VKHMYHEASA-N,A0A5K1USX6.0.apo,272890.32,-4.4
loprodiol_YFESJHPTNWYOCO-UHFFFAOYSA-N,A0A5K1USX6.0.apo,273428.52,-4.3
isoleucine_AGPKZVBTJJNPAG-WHFBIAKZSA-N,A0A5K1USX6.0.apo,275008.4,-4.3
oxilofrine_OXFGTKPPFSCSMA-XVKPBYJWSA-N,A0A5K1USX6.0.apo,275823.68,-5.2
xylitol_HEBKCHPVOIAQTA-SCDXWVJYSA-N,A0A5K1USX6.0.apo,281311.06,-5.4
ephedrine_KWGRBVOPPLSCSI-WPRPVWTQSA-N,A0A5K1USX6.0.apo,287614.44,-5.1
glucametacin_LGAJOMLFGCSBFF-OLXDQKQCSA-N,A0A5K1USX6.0.apo,294111.67,-9.1
octanoic_acid_WWZKQHOCKIZLMA-UHFFFAOYSA-N,A0A5K1USX6.0.apo,297186.35,-4.7
oxaceprol_BAPRUDZDYCKSOQ-RITPCOANSA-N,A0A5K1USX6.0.apo,336067.34,-4.9
adenosine_phosphate_UDMBCSSLTHHNCD-KQYNXXCUSA-N,A0A5K1USX6.0.apo,351626.96,-8.8
inositol_CDAISMWEOUEBRE-GPIVLXJGSA-N,A0A5K1USX6.0.apo,353789.29,-6.4
zoxazolamine_YGCODSQDUUUKIV-UHFFFAOYSA-N,A0A5K1USX6.0.apo,484181.6,-5.3
amitriptyline_KRMDCWKBEZIMAB-UHFFFAOYSA-N,A0A5K1USX6.0.apo,538295.62,-7.6
N-Acetylglucosamine_OVRNDRQMDRJTHS-FMDGEEDCSA-N,A0A5K1USX6.0.apo,626989.21,-5.5
galactose_WQZGKKKJIJFFOK-PHYPRBDBSA-N,A0A5K1USX6.0.apo,794161.66,-5.0
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A5K1USX6.0.apo,1074926.91,-6.2
